,baseMean,log2FoldChange,lfcSE,pvalue,padj
ENSG00000267325,4.896016396,0.049200486,0.255714995,0.492947044,0.76810197
ENSG00000267326,2.879409329,-0.021390351,0.251833361,0.747573513,NA
ENSG00000267336,2.395256521,0.022807468,0.252139872,0.734619996,NA
ENSG00000267339,26.23285476,4.217563625,0.837431503,2.16E-08,9.10E-07
ENSG00000267340,5.135389276,0.123590496,0.284406994,0.167149488,0.433039793
ENSG00000267342,5.112751922,-0.044001754,0.247334026,0.615340764,0.843149949
ENSG00000267348,3.091398635,0.03554788,0.252267409,0.622813597,NA
ENSG00000267350,250.951335,0.091112948,0.114060072,0.374108938,0.674815963
ENSG00000267352,40.41444192,-0.018444233,0.209482743,0.880243423,0.961437878
ENSG00000267355,4.611698802,0.038624463,0.248593411,0.645018987,0.860199411
ENSG00000267361,21.12613446,-0.54105148,0.73168045,0.017515307,0.094978993
ENSG00000267364,11.32222074,-0.001526213,0.247390057,0.981265053,0.994716818
ENSG00000267365,56.54192273,0.173015313,0.205120798,0.224986616,0.515758791
ENSG00000267370,19.53014164,-0.062589647,0.221141117,0.609580987,0.839767222
ENSG00000267372,3.772116629,-0.013277992,0.254223979,0.807121182,NA
ENSG00000267381,24.32758502,0.06378882,0.218565017,0.609916812,0.840154352
ENSG00000267383,4.567524354,-0.069756361,0.258949758,0.384665517,0.684172902
ENSG00000267390,19.528862,0.004235197,0.221867647,0.97428965,0.993091346
ENSG00000267394,5.828616054,-0.101984828,0.261760513,0.315260573,0.618527997
ENSG00000267395,15.45183347,-0.011320907,0.220100586,0.922036132,0.976381112
ENSG00000267397,3.876206684,-0.112899738,0.285961252,0.108347982,NA
ENSG00000267414,75.73096695,0.192702369,0.258925182,0.182833515,0.455801898
ENSG00000267416,2.140995792,-0.062972654,0.262926506,0.316242999,NA
ENSG00000267419,10.46414953,0.14093312,0.270684662,0.236425396,0.531099678
ENSG00000267421,2.849742202,0.015355682,0.251570237,0.814834786,NA
ENSG00000267422,27.75410676,-0.004479156,0.21032012,0.970318336,0.991945452
ENSG00000267427,860.5945941,-0.295898415,0.138253273,0.013445226,0.078308394
ENSG00000267439,7.306252996,0.04856936,0.241552468,0.62802951,0.849710457
ENSG00000267454,43.05213498,0.243886128,0.24090691,0.116517855,0.348167894
ENSG00000267470,13.30234365,-0.052948401,0.242083621,0.598939176,0.834049274
ENSG00000267473,24.37624322,-0.069189024,0.23950987,0.529406271,0.791435955
ENSG00000267474,3.062955862,0.045346935,0.254928181,0.525059381,NA
ENSG00000267475,7.989989399,0.016305492,0.23610851,0.872237688,0.958412932
ENSG00000267480,24.26216474,-2.160120958,0.52820943,2.12E-06,5.32E-05
ENSG00000267481,12.86572821,-0.007821827,0.231938939,0.939121896,0.981851284
ENSG00000267491,1.598923866,0.011050486,0.256377401,0.80708388,NA
ENSG00000267493,11.42589161,0.021744208,0.229733697,0.844129747,0.949655049
ENSG00000267498,1.90477943,-0.01009885,0.254805634,0.843384161,NA
ENSG00000267500,1.381781216,0.012327874,0.256327025,0.787860736,NA
ENSG00000267507,1.476736563,-0.021048188,0.256705967,0.656353186,NA
ENSG00000267508,97.44159466,0.154001128,0.188346453,0.263849256,0.561316214
ENSG00000267510,8.559999842,-0.108885693,0.258928755,0.318852316,0.622416486
ENSG00000267519,124.5762596,-0.089145133,0.157064508,0.478253299,0.75669999
ENSG00000267523,19.0466299,0.038637701,0.215465763,0.754266161,0.915407818
ENSG00000267528,18.33305497,1.654128762,0.724040104,0.000814049,0.008757796
ENSG00000267530,4.591009153,-0.025775717,0.245779436,0.75731257,0.916209137
ENSG00000267533,4.424375408,0.294150198,0.542719646,0.012009969,0.071905026
ENSG00000267534,468.4899541,-0.099279261,0.137900468,0.395777312,0.692753207
ENSG00000267541,11.93527637,-0.03423132,0.234192802,0.745062203,0.911615582
ENSG00000267543,6.480257575,0.026982732,0.24260183,0.7681885,0.920247005
ENSG00000267544,17.49713212,-0.106888176,0.255717825,0.335053709,0.640011339
ENSG00000267546,4.730882634,0.087410634,0.262536196,0.324974727,0.629080791
ENSG00000267547,26.09441466,-0.21982495,0.325025647,0.107164662,0.331994218
ENSG00000267549,1.593542576,-0.013933141,0.254440352,0.798439979,NA
ENSG00000267560,2.379344671,0.019435731,0.253241282,0.751840677,NA
ENSG00000267565,4.873085045,0.077147989,0.256556712,0.400257257,0.695783988
ENSG00000267570,1.616830032,-0.028664437,0.25758618,0.556738344,NA
ENSG00000267571,4.109341062,0.001102668,0.246429007,0.990102695,NA
ENSG00000267575,42.88415202,0.141634695,0.228961124,0.304667666,0.607084634
ENSG00000267577,4.026444067,-0.014601679,0.245691863,0.856477222,NA
ENSG00000267581,1.400822479,0.042039918,0.260153627,0.388665609,NA
ENSG00000267588,3.896679347,0.123753115,0.288774448,0.124902827,NA
ENSG00000267595,4.362946402,-0.07731951,0.259724793,0.361310191,0.66354351
ENSG00000267600,7.084724801,0.029862591,0.250954538,0.68270142,0.882659824
ENSG00000267605,14.23297304,0.006856884,0.247564725,0.930639946,0.978758291
ENSG00000267632,10.1411884,0.034244452,0.237940944,0.736064022,0.908189734
ENSG00000267639,9.37623107,0.096761545,0.253001224,0.376647002,0.676687202
ENSG00000267640,2.904571575,0.08120039,0.274654539,0.105180945,NA
ENSG00000267648,6.950162853,-0.136743793,0.291415052,0.144521597,0.398292921
ENSG00000267649,2.409892537,0.04579529,0.256274432,0.500653678,NA
ENSG00000267653,2.052458799,-0.130193664,0.30589019,0.010206669,NA
ENSG00000267655,5.22660831,-0.051103277,0.249712352,0.553783708,0.807166478
ENSG00000267662,5.803817994,0.043197231,0.245432748,0.639806024,0.857463476
ENSG00000267666,2.777091109,0.026866699,0.253193424,0.67859838,NA
ENSG00000267667,2.283680728,0.020538562,0.255322249,0.706067098,NA
ENSG00000267669,85.6652712,-1.378818344,0.291907164,1.27E-07,4.38E-06
ENSG00000267676,1.544412506,0.029799041,0.257368345,0.551548259,NA
ENSG00000267677,1.473506871,-0.007536253,0.255848328,0.870591959,NA
ENSG00000267679,3.438637265,-0.006213385,0.248995898,0.929295642,NA
ENSG00000267680,50.27845972,0.008745643,0.179116837,0.94758302,0.9842751
ENSG00000267681,3.714078178,-0.016828408,0.250466253,0.806045397,NA
ENSG00000267682,4.364777037,0.051695006,0.253984366,0.508218157,0.779098693
ENSG00000267683,6.119347609,2.000918002,0.796265909,0.000636458,0.007157488
ENSG00000267686,10.67382993,-0.369051391,0.498399866,0.03665862,0.161435155
ENSG00000267691,1.951707474,0.005990986,0.254054864,0.914184795,NA
ENSG00000267696,9.947887545,0.103823783,0.251886479,0.362974887,0.664641005
ENSG00000267710,4.01231637,0.069382173,0.261949268,0.34718898,NA
ENSG00000267711,3.554432791,-0.089018809,0.268988587,0.245819984,NA
ENSG00000267715,2.251936573,0.036654008,0.255108268,0.573845139,NA
ENSG00000267724,5.212034215,-0.088922561,0.263665507,0.311188302,0.614139267
ENSG00000267731,2.854294091,0.118253231,0.289125996,0.099970318,NA
ENSG00000267737,7.159629275,0.231806606,0.38634135,0.044546672,0.18430523
ENSG00000267741,10.07838961,-0.002682895,0.239689932,0.975264044,0.993407259
ENSG00000267742,2.926580671,-0.014198813,0.250407636,0.836877698,NA
ENSG00000267745,32.99098117,-0.666844106,0.389387796,0.006345902,0.044100003
ENSG00000267750,9.060982303,-0.002987586,0.245440103,0.968534009,0.991072049
ENSG00000267751,1.434038004,0.033951313,0.258823229,0.476291581,NA
ENSG00000267756,3.135077444,0.064791513,0.261822064,0.340903914,NA
ENSG00000267759,8.443345775,0.085239657,0.250314572,0.421277508,0.7136311
ENSG00000267765,1.981043439,0.038534942,0.258599474,0.470549961,NA
ENSG00000267769,3.459096198,0.089198684,0.269888646,0.238877172,NA
ENSG00000267774,26.34983911,-0.118581762,0.236971701,0.358838532,0.661355111
ENSG00000267778,2.357730722,-0.017743474,0.252961774,0.773692081,NA
ENSG00000267781,2.840664803,-0.01835652,0.254333851,0.743080256,NA
ENSG00000267793,4.763643219,0.049237955,0.260286111,0.389542544,0.687783087
ENSG00000267796,19.0365068,-0.07423623,0.221759127,0.554220167,0.807166478
ENSG00000267801,2.101322143,-0.053240317,0.263421223,0.275157306,NA
ENSG00000267809,121.1455464,-0.206268798,0.153707187,0.103069741,0.324468201
ENSG00000267834,3.810654613,0.059303075,0.256275141,0.447910642,NA
ENSG00000267838,3.283575974,0.00696239,0.250542881,0.918948853,NA
ENSG00000267848,4.576825722,-0.108144273,0.275564947,0.206129977,0.489508035
ENSG00000267855,9.804275855,-0.0956017,0.250621419,0.386778269,0.684971837
ENSG00000267858,46.51089342,0.16885115,0.221367454,0.239799932,0.535012765
ENSG00000267871,6.376347448,0.090928224,0.257430789,0.361597421,0.663801853
ENSG00000267886,2.260201931,0.010662916,0.254905057,0.836464593,NA
ENSG00000267893,2.668291666,0.037535878,0.254248958,0.581834368,NA
ENSG00000267896,2.873733251,-0.011785341,0.251121998,0.858860184,NA
ENSG00000267904,40.92939222,0.044678243,0.193003543,0.7345352,0.907437724
ENSG00000267913,10.09059181,0.257948158,0.373353039,0.069517112,0.249718715
ENSG00000267934,3.623281793,-0.011454027,0.250433701,0.865940274,NA
ENSG00000267939,4.825687226,-0.003474994,0.24464567,0.96498862,0.989916311
ENSG00000267940,5.165750457,-0.012147337,0.242199426,0.890165949,0.965928157
ENSG00000267957,30.03964184,-0.115129351,0.22249042,0.386571111,0.684971837
ENSG00000267980,2.186569037,0.062647253,0.264593222,0.271788568,NA
ENSG00000267985,6.569457192,-0.047593038,0.246752066,0.598382111,0.833658005
ENSG00000268001,11.51795958,0.026459395,0.22703469,0.815222494,0.939588137
ENSG00000268006,137.0443711,0.051063046,0.144113758,0.67207183,0.877164855
ENSG00000268015,2.516904477,-0.02551184,0.253252141,0.686767774,NA
ENSG00000268030,14.78538192,0.009608642,0.225044153,0.933810541,0.980006116
ENSG00000268032,104.1319913,0.121891792,0.147273392,0.31880562,0.622416486
ENSG00000268034,122.7140776,-0.323296889,0.216098357,0.039400582,0.16907161
ENSG00000268040,7.557375157,-0.063957369,0.263521746,0.303017475,0.605735632
ENSG00000268041,1.621257801,-0.043138891,0.258235401,0.459337904,NA
ENSG00000268047,1.600435506,0.000561057,0.253641268,0.992677779,NA
ENSG00000268049,22.6743372,-0.049348992,0.217542022,0.686822554,0.885396416
ENSG00000268061,9.705970236,0.125662466,0.261692234,0.284450398,0.585412684
ENSG00000268081,1.532627524,0.024426467,0.257450947,0.593513864,NA
ENSG00000268087,40.76152628,0.017177319,0.188926967,0.896251944,0.968431008
ENSG00000268091,2.012358795,-0.001241664,0.258831016,0.957660929,NA
ENSG00000268093,4.926358975,-0.056331189,0.251332663,0.515747642,0.784007386
ENSG00000268119,3.972301547,-0.048163585,0.256954645,0.470001456,NA
ENSG00000268140,5.750509238,0.014518707,0.242066502,0.871690493,0.958168635
ENSG00000268166,8.170767853,0.3839988,0.587709672,0.028860471,0.137091022
ENSG00000268171,1.463849718,0.033736418,0.25863699,0.485598862,NA
ENSG00000268172,3.162744892,-0.100521774,0.282091228,0.09625842,NA
ENSG00000268175,17.26969742,0.451379442,0.455965984,0.029073417,0.137813474
ENSG00000268182,4.150119751,-0.002491983,0.250031823,0.969245118,NA
ENSG00000268189,1.837822069,-0.081514936,0.272008799,0.167974069,NA
ENSG00000268201,4.338674038,0.061729675,0.255639671,0.450367391,0.735727807
ENSG00000268205,101.6886753,-0.052271653,0.219176586,0.667325779,0.874456214
ENSG00000268211,2.882399639,0.069371989,0.267450567,0.222376119,NA
ENSG00000268218,10.9070251,0.026049914,0.228563571,0.81588915,0.939774206
ENSG00000268222,5.213932793,-0.006429759,0.246186145,0.934081711,0.980120373
ENSG00000268225,15.72674221,0.071781844,0.2352132,0.535273777,0.794442451
ENSG00000268230,20.5185491,-0.029744021,0.230946191,0.78201437,0.92574078
ENSG00000268265,1.263774272,0.02616423,0.25826826,0.550623963,NA
ENSG00000268279,12.73647164,-0.012188516,0.224086914,0.913510951,0.974114517
ENSG00000268282,2.583949874,-0.067596214,0.265998153,0.243894777,NA
ENSG00000268333,1.785429702,0.031776962,0.256204599,0.581707682,NA
ENSG00000268357,1.985748279,0.010199665,0.252404129,0.869141002,NA
ENSG00000268362,24.19868691,0.022481233,0.240401968,0.813925401,0.938836857
ENSG00000268364,9.031614685,-0.007040256,0.236922312,0.941116297,0.982274721
ENSG00000268366,1.293231319,0.004320386,0.255847843,0.926780322,NA
ENSG00000268388,1462.329807,0.216874504,0.233866041,0.150069993,0.406704274
ENSG00000268392,1.38104238,0.007217988,0.255081649,0.885821345,NA
ENSG00000268401,1.335070962,0.024107006,0.260166556,0.421132062,NA
ENSG00000268402,7.576952265,0.258276749,0.420452463,0.04073173,0.173131152
ENSG00000268403,3.206258551,0.058349387,0.258543935,0.411996035,NA
ENSG00000268412,17.39677554,0.014728722,0.225200628,0.898013222,0.969154715
ENSG00000268442,2.452925956,0.017627428,0.254487425,0.753180272,NA
ENSG00000268466,3.227361536,0.009849128,0.247539073,0.898435346,NA
ENSG00000268471,36.9065128,0.165749938,0.241493223,0.242105778,0.537857802
ENSG00000268505,12.79670159,-0.001152687,0.238278788,0.988967161,0.997112698
ENSG00000268516,37.14659259,0.256177298,0.287029592,0.107335164,0.332228385
ENSG00000268518,3.509850056,-0.034039268,0.250094706,0.657537794,NA
ENSG00000268520,1.560757413,0.010860005,0.257389809,0.779200337,NA
ENSG00000268521,6.750448384,0.009778467,0.238841237,0.919834853,0.976031242
ENSG00000268533,1.656854219,-0.012309562,0.255130485,0.808490406,NA
ENSG00000268543,11.52550858,-0.083452189,0.236632061,0.480810307,0.758746395
ENSG00000268545,1.50433087,0.013454211,0.254989496,0.796453951,NA
ENSG00000268549,3.287279914,0.042152818,0.252969917,0.567377155,NA
ENSG00000268554,2.434624379,0.047090583,0.2564859,0.490601955,NA
ENSG00000268568,71.25242561,-0.390258905,0.278078724,0.02999014,0.140577326
ENSG00000268573,10.55686498,-0.011066623,0.232488912,0.913156,0.974034887
ENSG00000268575,85.55200931,0.067832493,0.228605078,0.572604641,0.817742258
ENSG00000268578,6.146639658,-0.015821501,0.242785018,0.856697795,0.953682352
ENSG00000268584,2.562203514,0.075962788,0.269482559,0.192735513,NA
ENSG00000268592,9.518002907,-0.007294235,0.233723368,0.941839658,0.982569911
ENSG00000268601,1.409167883,-0.048161846,0.263127277,0.266648118,NA
ENSG00000268613,8.480510413,0.018450586,0.232091428,0.85736185,0.953875621
ENSG00000268615,4.576139674,0.130160706,0.287312291,0.155346281,0.415288264
ENSG00000268649,1.552139244,0.012450368,0.254221807,0.820703486,NA
ENSG00000268650,2.981916731,0.118251564,0.286535246,0.127027786,NA
ENSG00000268656,1.254462774,0.011603824,0.256990837,0.782411544,NA
ENSG00000268658,2.508689353,0.093794217,0.281067901,0.064911545,NA
ENSG00000268670,6.04460756,-0.075858428,0.255414314,0.411229955,0.705449588
ENSG00000268678,2.372639401,-0.079257863,0.268400458,0.23231109,NA
ENSG00000268688,4.764962166,0.028201594,0.24421885,0.749836121,0.913744352
ENSG00000268707,2.224678321,0.087599261,0.274423478,0.148561017,NA
ENSG00000268713,18.25660287,0.010954537,0.224465257,0.924356443,0.977295006
ENSG00000268723,4.095863632,-0.060049927,0.259372429,0.394231127,NA
ENSG00000268731,1.694810426,-0.016485941,0.256691061,0.71579038,NA
ENSG00000268743,2.757424423,0.001196932,0.24860634,0.987873468,NA
ENSG00000268746,1.335288712,0.00598556,0.254193456,0.91213134,NA
ENSG00000268751,4.55031223,0.044390361,0.250870387,0.580771893,0.821744377
ENSG00000268754,8.526637914,0.095235864,0.261561783,0.323844515,0.627892656
ENSG00000268756,2.455278723,0.013229893,0.250661106,0.846996153,NA
ENSG00000268798,9.413993495,0.133276978,0.270448862,0.244108372,0.540431455
ENSG00000268812,2.792608108,0.204445535,0.389063113,0.002686171,NA
ENSG00000268816,9.400815136,-0.086377323,0.24630308,0.432191881,0.722459893
ENSG00000268836,1.990297458,0.018376965,0.254527945,0.745144529,NA
ENSG00000268838,1.619135594,0.000885353,0.255768362,0.985514812,NA
ENSG00000268842,3.417983095,0.095328762,0.271637023,0.228325756,NA
ENSG00000268852,12.06316105,-0.072118987,0.244433566,0.497594844,0.771165593
ENSG00000268856,6.45956576,-0.021713729,0.240495456,0.815707567,0.939772458
ENSG00000268865,12.68946319,-0.193822045,0.310009729,0.126602343,0.36704347
ENSG00000268885,3.010604944,0.007178674,0.253587435,0.902090199,NA
ENSG00000268891,8.280078423,-0.070269068,0.253592555,0.438948712,0.726913511
ENSG00000268894,6.628920062,-3.344215676,1.310015044,0.00056905,0.006520854
ENSG00000268895,43.20497443,-0.189378434,0.271459114,0.176769134,0.447615273
ENSG00000268896,1.703560404,-0.03382639,0.257862252,0.508770665,NA
ENSG00000268903,5.865274478,0.072706936,0.263849065,0.30744696,0.610078486
ENSG00000268912,60.94843159,0.13001032,0.209421544,0.346916666,0.651124416
ENSG00000268913,72.85659859,-2.46458419,0.412398769,1.16E-10,8.21E-09
ENSG00000268926,2.729865583,0.011636344,0.250346241,0.868010227,NA
ENSG00000268927,5.686589821,-0.115385838,0.269902074,0.257056925,0.554416703
ENSG00000268938,2.15035735,0.031460823,0.256936154,0.556690992,NA
ENSG00000268942,29.43645037,0.094894883,0.228889737,0.452970891,0.737416673
ENSG00000268947,4.068031353,0.086055992,0.264672598,0.303968813,NA
ENSG00000268948,4.267858898,0.067728858,0.258648153,0.395497136,NA
ENSG00000268950,1.253128694,-0.045728985,0.261692802,0.328850749,NA
ENSG00000268951,1.912062148,0.079983797,0.269834255,0.20663088,NA
ENSG00000268970,10.01858537,-0.015820262,0.232406374,0.878988465,0.960999691
ENSG00000268995,4.12237605,-0.02381531,0.247838642,0.763241407,NA
ENSG00000268996,6.136870025,0.073392253,0.252516964,0.441855826,0.729144306
ENSG00000269001,18.90087929,0.00110233,0.20836915,0.993282344,0.998518268
ENSG00000269019,6.228484986,0.108164315,0.271627834,0.246366917,0.541875615
ENSG00000269028,518.6779558,-0.034786006,0.194152598,0.787228436,0.927515768
ENSG00000269038,3.43037529,0.023797516,0.248019143,0.762434804,NA
ENSG00000269044,83.99040429,-0.121173786,0.159592987,0.341307784,0.645486955
ENSG00000269048,5.998036121,-0.167845853,0.3205397,0.077203052,0.268050536
ENSG00000269051,24.5070471,0.053102367,0.223363068,0.659836186,0.869463392
ENSG00000269054,5.313104765,0.001145136,0.240730938,0.99152068,0.99781665
ENSG00000269068,1.396508635,0.021284109,0.257375635,0.632294718,NA
ENSG00000269069,26.24590364,0.194592956,0.305438608,0.136662728,0.384698359
ENSG00000269089,7.042619753,0.03092434,0.241937309,0.742868561,0.910552686
ENSG00000269102,2.300455137,0.054845021,0.260329793,0.379324812,NA
ENSG00000269113,34.07472197,-0.089934626,0.259067507,0.348371364,0.652006361
ENSG00000269124,2.89610073,-0.082749214,0.276355226,0.062573677,NA
ENSG00000269131,55.57314966,0.178095267,0.192803424,0.205489889,0.488500238
ENSG00000269148,2.120306307,0.011314636,0.251758159,0.861531314,NA
ENSG00000269161,2.721688643,0.094721246,0.276325555,0.149988578,NA
ENSG00000269165,14.40100829,0.256821981,0.376107488,0.06981476,0.250115485
ENSG00000269175,3.958581548,0.022702825,0.248168067,0.76990054,NA
ENSG00000269176,2.259297334,0.045829519,0.260682855,0.367767073,NA
ENSG00000269186,2.257196619,0.031459698,0.25675049,0.570034285,NA
ENSG00000269190,528.4838463,0.113988564,0.106468096,0.238904804,0.534034587
ENSG00000269191,3.190222652,-0.036947388,0.252467858,0.609405042,NA
ENSG00000269202,10.57132313,-0.053190533,0.236127655,0.624181005,0.848160238
ENSG00000269227,13.0297176,0.059969866,0.243836292,0.553873252,0.807166478
ENSG00000269235,1.431308083,-0.002107407,0.255293373,0.964832392,NA
ENSG00000269243,3.386010834,0.047885786,0.258435531,0.449149811,NA
ENSG00000269246,1.45507584,0.016784482,0.254596771,0.761516689,NA
ENSG00000269289,8.283876727,-2.762359227,0.840809472,6.16E-05,0.000995523
ENSG00000269290,10.45054334,-0.081255808,0.243335573,0.462384214,0.744033083
ENSG00000269293,79.07012692,-0.431525498,0.211290089,0.008116736,0.053125331
ENSG00000269302,1.624376509,0.017017338,0.25511078,0.747571578,NA
ENSG00000269318,3.167182176,-0.076388627,0.265802795,0.275616162,NA
ENSG00000269337,40.216302,0.208940406,0.282165002,0.15163167,0.408960518
ENSG00000269343,93.38019914,0.09805761,0.153881742,0.433597941,0.723675164
ENSG00000269349,2.764953878,-0.059490843,0.258124905,0.416476071,NA
ENSG00000269352,18.57756829,-0.015183595,0.221849509,0.894420728,0.967705006
ENSG00000269358,2.61167832,0.026532148,0.257871657,0.557931922,NA
ENSG00000269374,18.90117131,-0.017278334,0.232055611,0.868362242,0.956650577
ENSG00000269375,1.760687761,0.027839651,0.257257135,0.575136042,NA
ENSG00000269378,8890.435479,-0.239005539,0.171145274,0.079093944,0.272267715
ENSG00000269386,16.6346693,-0.142914849,0.249423584,0.27912739,0.580058605
ENSG00000269388,8.813072612,0.005760815,0.238098441,0.953636423,0.986989905
ENSG00000269396,21.86484454,-0.138439833,0.289702167,0.156218922,0.416453532
ENSG00000269397,1.688862625,0.021836093,0.256121117,0.666249491,NA
ENSG00000269399,26.32569911,0.061794107,0.209425392,0.631752741,0.852957385
ENSG00000269427,25.1384953,0.02468363,0.206075958,0.846787736,0.95068383
ENSG00000269430,24.08571767,-0.098413843,0.268697202,0.260991663,0.558365943
ENSG00000269439,19.07963704,0.287868691,0.327867288,0.079217538,0.272424369
ENSG00000269466,3.558781089,-0.048612146,0.266256862,0.032571975,NA
ENSG00000269473,11.72280638,-0.092683338,0.257267542,0.357863147,0.660628351
ENSG00000269481,2.495265225,-0.01845294,0.253865996,0.751559547,NA
ENSG00000269483,4.110898802,-0.013406598,0.247634624,0.860643706,NA
ENSG00000269486,22.39991018,0.103116745,0.253557512,0.358116567,0.661000023
ENSG00000269501,82.08656234,-0.081731445,0.227985077,0.508181078,0.779098693
ENSG00000269514,4.457471482,0.135925969,0.289549515,0.156976683,0.417564736
ENSG00000269533,1.77613355,-0.009443745,0.253170296,0.870846678,NA
ENSG00000269546,2.342232748,-0.016530798,0.253275365,0.782597404,NA
ENSG00000269549,2.941489654,0.02531349,0.255047014,0.660027362,NA
ENSG00000269578,1.822755307,0.040443164,0.257906975,0.478842949,NA
ENSG00000269600,2.306184617,0.034079907,0.254766362,0.596502383,NA
ENSG00000269609,40.07101775,0.232520971,0.251652267,0.130069133,0.373077339
ENSG00000269614,25.14412577,0.039872299,0.234764439,0.708462762,0.896302278
ENSG00000269637,2.347855493,7.07E-05,0.251586684,0.999816687,NA
ENSG00000269640,6.848070037,0.006425506,0.236540137,0.949284464,0.984892145
ENSG00000269646,2.570788147,-0.019233153,0.252497099,0.761343013,NA
ENSG00000269652,5.451222988,-0.006506112,0.245699381,0.934472085,0.980391243
ENSG00000269656,2.482825484,0.007576078,0.252840564,0.900024158,NA
ENSG00000269657,23.38073406,-0.332271742,0.305327433,0.056645698,0.218770008
ENSG00000269680,2.32709598,-0.047498106,0.26043658,0.384395737,NA
ENSG00000269688,4.691888238,-0.085979556,0.25956188,0.353628003,0.656623812
ENSG00000269690,32.5452805,0.047569858,0.206962031,0.713241698,0.897846014
ENSG00000269693,9.165834706,0.006745481,0.229171297,0.951787418,0.986585001
ENSG00000269696,16.38146383,-0.040444985,0.225542095,0.726947121,0.904499184
ENSG00000269728,301.7722734,-1.035102584,0.247684179,2.21E-06,5.52E-05
ENSG00000269737,22.37607998,0.331392532,0.313579197,0.058258479,0.222457618
ENSG00000269772,23.43144133,-0.574594513,0.3615673,0.010311592,0.064263885
ENSG00000269781,3.043228667,0.004666885,0.250879312,0.9453761,NA
ENSG00000269788,2.02062648,-0.046535582,0.259415431,0.414877282,NA
ENSG00000269794,2.557259298,0.043474444,0.254428158,0.540840122,NA
ENSG00000269800,24.02779832,-0.099879807,0.229060535,0.434250371,0.723834894
ENSG00000269815,2.651594295,0.028559223,0.252693162,0.672760313,NA
ENSG00000269821,236.0687357,0.049910897,0.166563412,0.706675031,0.895816479
ENSG00000269825,41.1721751,0.114092111,0.207826932,0.402754512,0.698021692
ENSG00000269831,2.024239837,0.008830644,0.254964094,0.861769073,NA
ENSG00000269832,1.408089708,-0.025144937,0.256664691,0.619933616,NA
ENSG00000269834,119.7466291,0.404644683,0.275774532,0.025953288,0.127011267
ENSG00000269836,2.027593238,0.04690527,0.257267386,0.472037518,NA
ENSG00000269837,43.83166984,0.129507302,0.205691252,0.348884494,0.652302554
ENSG00000269843,21.90139996,0.045892914,0.206613173,0.720039305,0.900832269
ENSG00000269845,2.09363158,0.014471471,0.25186661,0.824607238,NA
ENSG00000269858,230.3619732,0.075541356,0.161630097,0.554318442,0.807166478
ENSG00000269866,1.312084686,-0.057094362,0.263880424,0.272777718,NA
ENSG00000269867,17.81306567,-0.094165612,0.239982781,0.428857389,0.71973842
ENSG00000269887,2.988036429,0.002969412,0.25343298,0.960011742,NA
ENSG00000269890,15.93070125,0.187431988,0.286232917,0.16712762,0.433039793
ENSG00000269892,10.53380454,-0.02691441,0.230781045,0.802086416,0.934816731
ENSG00000269893,904.9108738,0.289708399,0.230012394,0.067280732,0.244175686
ENSG00000269894,4.152769627,-0.061791539,0.25843997,0.407507989,NA
ENSG00000269896,22.52602405,0.0961553,0.238919679,0.427715156,0.718880944
ENSG00000269899,4.678104581,0.005493798,0.252864569,0.928020494,0.977746677
ENSG00000269900,4.582121892,0.055344887,0.266771403,0.123671179,0.361962964
ENSG00000269901,2.316853443,-0.014495922,0.251932975,0.819550656,NA
ENSG00000269902,1.700212646,-0.003753395,0.255182593,0.938355666,NA
ENSG00000269903,3.370984184,-0.004401326,0.251834975,0.942814218,NA
ENSG00000269904,9.323330088,0.034934262,0.232074218,0.748333037,0.912843363
ENSG00000269906,12.91165008,-0.048170213,0.235348292,0.653844482,0.865265634
ENSG00000269907,4.386309675,0.056011824,0.253666617,0.496176058,0.770284631
ENSG00000269910,8.205810964,-0.036632762,0.238121433,0.714259945,0.898129333
ENSG00000269918,16.41912102,-0.006161628,0.238007907,0.946645697,0.983951479
ENSG00000269921,3.438544164,0.05119279,0.254399025,0.505116765,NA
ENSG00000269923,3.760556103,0.063634009,0.259793304,0.387399419,NA
ENSG00000269925,9.506937789,0.026279179,0.231410041,0.80785823,0.936056635
ENSG00000269928,11.00883208,0.002389842,0.228978273,0.983848241,0.995381377
ENSG00000269929,4.1850617,-0.046166606,0.2531741,0.544229657,NA
ENSG00000269930,28.84751019,0.115172455,0.238672141,0.366003543,0.667292563
ENSG00000269934,10.0786037,0.142614025,0.276823141,0.219044828,0.50819508
ENSG00000269936,313.8816191,-0.167749111,0.190235695,0.227124264,0.518228754
ENSG00000269937,108.2762635,0.220832301,0.26946019,0.143496715,0.39648162
ENSG00000269938,4.705569843,-0.021618899,0.243702246,0.803515405,0.934901246
ENSG00000269940,12.21563506,-0.309968602,0.406613123,0.055081457,0.214291046
ENSG00000269942,3.048383991,-0.051866591,0.25735163,0.450217004,NA
ENSG00000269946,2.706130697,-0.014392299,0.252362486,0.818355226,NA
ENSG00000269947,3.658819032,0.008293459,0.247133323,0.91586439,NA
ENSG00000269948,2.424655852,0.082588629,0.270842698,0.195666111,NA
ENSG00000269949,1.480391381,0.022961442,0.257935279,0.59517535,NA
ENSG00000269951,4.72259925,-0.041359942,0.249951219,0.610658292,0.840356724
ENSG00000269952,1.803252439,0.056164996,0.262835127,0.305636385,NA
ENSG00000269956,5.910122598,0.079389114,0.256804949,0.389182664,0.687415651
ENSG00000269958,138.0102673,-0.398070885,0.183869168,0.007269067,0.048898288
