query	significant	p_value	term_size	query_size	intersection_size	precision	recall	term_id	source	term_name	effective_domain_size	source_order
upregulated	FALSE	0.344261258093252	25	1013	6	0.00592300098716683	0.24	KEGG:04392	KEGG	Hippo signaling pathway - multiple species	17242	322
upregulated	FALSE	0.348214031117257	103	1013	14	0.0138203356367226	0.135922330097087	KEGG:04371	KEGG	Apelin signaling pathway	17242	317
upregulated	FALSE	0.37587127201962	210	1013	23	0.0227048371174729	0.10952380952381	KEGG:05131	KEGG	Shigellosis	17242	444
upregulated	FALSE	0.390316862076107	62	1013	10	0.00987166831194472	0.161290322580645	KEGG:04726	KEGG	Serotonergic synapse	17242	369
upregulated	FALSE	0.416651918086992	105	1013	14	0.0138203356367226	0.133333333333333	KEGG:04550	KEGG	Signaling pathways regulating pluripotency of stem cells	17242	332
upregulated	FALSE	0.425618033386241	26	1013	6	0.00592300098716683	0.230769230769231	KEGG:00830	KEGG	Retinol metabolism	17242	129
upregulated	FALSE	0.444553099298652	117	1013	15	0.0148075024679171	0.128205128205128	KEGG:04022	KEGG	cGMP-PKG signaling pathway	17242	258
upregulated	FALSE	0.450014052291664	84	1013	12	0.0118460019743337	0.142857142857143	KEGG:05145	KEGG	Toxoplasmosis	17242	453
upregulated	FALSE	0.480370921237072	265	1013	27	0.0266535044422507	0.10188679245283	KEGG:05165	KEGG	Human papillomavirus infection	17242	462
upregulated	FALSE	0.496678471641047	85	1013	12	0.0118460019743337	0.141176470588235	KEGG:04070	KEGG	Phosphatidylinositol signaling system	17242	266
upregulated	FALSE	0.548750049235945	97	1013	13	0.0128331688055281	0.134020618556701	KEGG:04630	KEGG	JAK-STAT signaling pathway	17242	345
upregulated	FALSE	0.560637351913476	55	1013	9	0.00888450148075025	0.163636363636364	KEGG:05221	KEGG	Acute myeloid leukemia	17242	488
upregulated	FALSE	0.618011969352185	46	1013	8	0.00789733464955577	0.173913043478261	KEGG:05416	KEGG	Viral myocarditis	17242	509
upregulated	FALSE	0.690372133695947	111	1013	14	0.0138203356367226	0.126126126126126	KEGG:04072	KEGG	Phospholipase D signaling pathway	17242	268
upregulated	FALSE	0.791873911612417	79	1013	11	0.0108588351431392	0.139240506329114	KEGG:05414	KEGG	Dilated cardiomyopathy	17242	507
upregulated	FALSE	0.876816407818674	238	1013	24	0.0236920039486673	0.100840336134454	KEGG:04010	KEGG	MAPK signaling pathway	17242	250
upregulated	FALSE	0.913157353437141	103	1013	13	0.0128331688055281	0.12621359223301	KEGG:04926	KEGG	Relaxin signaling pathway	17242	397
upregulated	FALSE	1	51	1013	7	0.0069101678183613	0.137254901960784	KEGG:00010	KEGG	Glycolysis / Gluconeogenesis	17242	2
upregulated	FALSE	1	28	1013	5	0.00493583415597236	0.178571428571429	KEGG:00250	KEGG	Alanine, aspartate and glutamate metabolism	17242	26
upregulated	FALSE	1	48	1013	4	0.00394866732477789	0.0833333333333333	KEGG:00240	KEGG	Pyrimidine metabolism	17242	25
upregulated	FALSE	1	105	1013	8	0.00789733464955577	0.0761904761904762	KEGG:00230	KEGG	Purine metabolism	17242	23
upregulated	FALSE	1	27	1013	4	0.00394866732477789	0.148148148148148	KEGG:00062	KEGG	Fatty acid elongation	17242	10
upregulated	FALSE	1	46	1013	6	0.00592300098716683	0.130434782608696	KEGG:00480	KEGG	Glutathione metabolism	17242	62
upregulated	FALSE	1	26	1013	5	0.00493583415597236	0.192307692307692	KEGG:00410	KEGG	beta-Alanine metabolism	17242	56
upregulated	FALSE	1	16	1013	4	0.00394866732477789	0.25	KEGG:00340	KEGG	Histidine metabolism	17242	41
upregulated	FALSE	1	44	1013	7	0.0069101678183613	0.159090909090909	KEGG:00280	KEGG	Valine, leucine and isoleucine degradation	17242	32
upregulated	FALSE	1	31	1013	6	0.00592300098716683	0.193548387096774	KEGG:00260	KEGG	Glycine, serine and threonine metabolism	17242	29
upregulated	FALSE	1	68	1013	9	0.00888450148075025	0.132352941176471	KEGG:00562	KEGG	Inositol phosphate metabolism	17242	87
upregulated	FALSE	1	32	1013	6	0.00592300098716683	0.1875	KEGG:00760	KEGG	Nicotinate and nicotinamide metabolism	17242	123
upregulated	FALSE	1	17	1013	4	0.00394866732477789	0.235294117647059	KEGG:00650	KEGG	Butanoate metabolism	17242	114
upregulated	FALSE	1	26	1013	4	0.00394866732477789	0.153846153846154	KEGG:00630	KEGG	Glyoxylate and dicarboxylate metabolism	17242	109
upregulated	FALSE	1	41	1013	7	0.0069101678183613	0.170731707317073	KEGG:00620	KEGG	Pyruvate metabolism	17242	101
upregulated	FALSE	1	17	1013	4	0.00394866732477789	0.235294117647059	KEGG:00601	KEGG	Glycosphingolipid biosynthesis - lacto and neolacto series	17242	98
upregulated	FALSE	1	46	1013	4	0.00394866732477789	0.0869565217391304	KEGG:00600	KEGG	Sphingolipid metabolism	17242	97
upregulated	FALSE	1	34	1013	5	0.00493583415597236	0.147058823529412	KEGG:00590	KEGG	Arachidonic acid metabolism	17242	94
upregulated	FALSE	1	120	1013	13	0.0128331688055281	0.108333333333333	KEGG:01240	KEGG	Biosynthesis of cofactors	17242	193
upregulated	FALSE	1	73	1013	8	0.00789733464955577	0.10958904109589	KEGG:01232	KEGG	Nucleotide metabolism	17242	192
upregulated	FALSE	1	60	1013	5	0.00493583415597236	0.0833333333333333	KEGG:01230	KEGG	Biosynthesis of amino acids	17242	191
upregulated	FALSE	1	52	1013	5	0.00493583415597236	0.0961538461538462	KEGG:01212	KEGG	Fatty acid metabolism	17242	189
upregulated	FALSE	1	96	1013	5	0.00493583415597236	0.0520833333333333	KEGG:01200	KEGG	Carbon metabolism	17242	187
upregulated	FALSE	1	25	1013	4	0.00394866732477789	0.16	KEGG:01040	KEGG	Biosynthesis of unsaturated fatty acids	17242	167
upregulated	FALSE	1	38	1013	5	0.00493583415597236	0.131578947368421	KEGG:00980	KEGG	Metabolism of xenobiotics by cytochrome P450	17242	157
upregulated	FALSE	1	98	1013	6	0.00592300098716683	0.0612244897959184	KEGG:03082	KEGG	ATP-dependent chromatin remodeling	17242	224
upregulated	FALSE	1	38	1013	4	0.00394866732477789	0.105263157894737	KEGG:02010	KEGG	ABC transporters	17242	204
upregulated	FALSE	1	66	1013	5	0.00493583415597236	0.0757575757575758	KEGG:01524	KEGG	Platinum drug resistance	17242	203
upregulated	FALSE	1	87	1013	7	0.0069101678183613	0.0804597701149425	KEGG:01522	KEGG	Endocrine resistance	17242	201
upregulated	FALSE	1	135	1013	15	0.0148075024679171	0.111111111111111	KEGG:04060	KEGG	Cytokine-cytokine receptor interaction	17242	260
upregulated	FALSE	1	142	1013	14	0.0138203356367226	0.0985915492957746	KEGG:04024	KEGG	cAMP signaling pathway	17242	259
upregulated	FALSE	1	161	1013	15	0.0148075024679171	0.093167701863354	KEGG:04020	KEGG	Calcium signaling pathway	17242	257
upregulated	FALSE	1	165	1013	16	0.0157946692991115	0.096969696969697	KEGG:04015	KEGG	Rap1 signaling pathway	17242	255
upregulated	FALSE	1	170	1013	14	0.0138203356367226	0.0823529411764706	KEGG:04014	KEGG	Ras signaling pathway	17242	254
upregulated	FALSE	1	72	1013	9	0.00888450148075025	0.125	KEGG:04012	KEGG	ErbB signaling pathway	17242	252
upregulated	FALSE	1	55	1013	7	0.0069101678183613	0.127272727272727	KEGG:03320	KEGG	PPAR signaling pathway	17242	243
upregulated	FALSE	1	69	1013	6	0.00592300098716683	0.0869565217391304	KEGG:04115	KEGG	p53 signaling pathway	17242	278
upregulated	FALSE	1	151	1013	7	0.0069101678183613	0.0463576158940397	KEGG:04110	KEGG	Cell cycle	17242	273
upregulated	FALSE	1	83	1013	7	0.0069101678183613	0.0843373493975904	KEGG:04082	KEGG	Neuroactive ligand signaling	17242	272
