GO.ID	Term	Annotated	Significant	Expected	weight01
GO:0034380	high-density lipoprotein particle assemb...	9	2	0.6	0.11699
GO:0090026	positive regulation of monocyte chemotax...	9	2	0.6	0.11699
GO:0002291	T cell activation via T cell receptor co...	9	2	0.6	0.11699
GO:1902966	positive regulation of protein localizat...	9	2	0.6	0.11699
GO:1990535	neuron projection maintenance	9	2	0.6	0.11699
GO:0097113	AMPA glutamate receptor clustering	9	2	0.6	0.11699
GO:2000271	positive regulation of fibroblast apopto...	9	2	0.6	0.11699
GO:0090209	negative regulation of triglyceride meta...	9	2	0.6	0.11699
GO:0010831	positive regulation of myotube different...	9	2	0.6	0.11699
GO:0070863	positive regulation of protein exit from...	9	2	0.6	0.11699
GO:0070593	dendrite self-avoidance	9	2	0.6	0.11699
GO:0021681	cerebellar granular layer development	9	2	0.6	0.11699
GO:0021795	cerebral cortex cell migration	41	3	2.73	0.11726
GO:0030301	cholesterol transport	89	6	5.93	0.11731
GO:0032760	positive regulation of tumor necrosis fa...	74	8	4.93	0.11849
GO:0034097	response to cytokine	705	62	47	0.11871
GO:1901699	cellular response to nitrogen compound	499	41	33.26	0.11915
GO:0098869	cellular oxidant detoxification	66	7	4.4	0.12190
GO:0070498	interleukin-1-mediated signaling pathway	29	4	1.93	0.12421
GO:0045444	fat cell differentiation	200	29	13.33	0.12475
GO:0071277	cellular response to calcium ion	63	7	4.2	0.12475
GO:0008344	adult locomotory behavior	64	6	4.27	0.12522
GO:0048880	sensory system development	307	35	20.47	0.12677
GO:0055017	cardiac muscle tissue growth	68	17	4.53	0.12712
GO:0048730	epidermis morphogenesis	22	10	1.47	0.12773
GO:2000106	regulation of leukocyte apoptotic proces...	68	13	4.53	0.12773
GO:0048659	smooth muscle cell proliferation	118	15	7.87	0.12793
GO:0003208	cardiac ventricle morphogenesis	47	10	3.13	0.12798
GO:0071496	cellular response to external stimulus	65	9	4.33	0.12831
GO:0048483	autonomic nervous system development	26	6	1.73	0.12837
GO:0021988	olfactory lobe development	21	5	1.4	0.12847
GO:0046457	prostanoid biosynthetic process	22	5	1.47	0.12848
GO:0002224	toll-like receptor signaling pathway	64	8	4.27	0.12849
GO:0030225	macrophage differentiation	49	7	3.27	0.12849
GO:0008627	intrinsic apoptotic signaling pathway in...	8	4	0.53	0.12849
GO:0097152	mesenchymal cell apoptotic process	8	4	0.53	0.12849
GO:1990874	vascular associated smooth muscle cell p...	54	7	3.6	0.12850
GO:0032147	activation of protein kinase activity	35	6	2.33	0.12851
GO:1901186	positive regulation of ERBB signaling pa...	26	5	1.73	0.12852
GO:0002347	response to tumor cell	32	5	2.13	0.12858
GO:0090025	regulation of monocyte chemotaxis	17	4	1.13	0.12858
GO:0071326	cellular response to monosaccharide stim...	111	10	7.4	0.12862
GO:0003433	chondrocyte development involved in endo...	8	3	0.53	0.12864
GO:2000794	regulation of epithelial cell proliferat...	9	3	0.6	0.12865
GO:0045066	regulatory T cell differentiation	26	4	1.73	0.12867
GO:0032905	transforming growth factor beta1 product...	11	3	0.73	0.12867
GO:0070670	response to interleukin-4	29	4	1.93	0.12870
GO:0006221	pyrimidine nucleotide biosynthetic proce...	31	4	2.07	0.12872
GO:1904407	positive regulation of nitric oxide meta...	32	4	2.13	0.12873
GO:0002717	positive regulation of natural killer ce...	18	3	1.2	0.12874
GO:1902988	neurofibrillary tangle assembly	8	2	0.53	0.12879
GO:0072160	nephron tubule epithelial cell different...	9	2	0.6	0.12880
GO:0072148	epithelial cell fate commitment	9	2	0.6	0.12880
GO:0071107	response to parathyroid hormone	9	2	0.6	0.12880
GO:0090206	negative regulation of cholesterol metab...	9	2	0.6	0.12880
GO:0050922	negative regulation of chemotaxis	33	5	2.2	0.12881
GO:0070570	regulation of neuron projection regenera...	25	3	1.67	0.12881
GO:0021694	cerebellar Purkinje cell layer formation	13	2	0.87	0.12884
GO:0022029	telencephalon cell migration	46	4	3.07	0.12887
GO:0032196	transposition	31	3	2.07	0.12887
GO:0015802	basic amino acid transport	18	2	1.2	0.12889
GO:0006743	ubiquinone metabolic process	20	2	1.33	0.12891
GO:0008366	axon ensheathment	125	9	8.33	0.12891
GO:0008589	regulation of smoothened signaling pathw...	83	8	5.53	0.12893
GO:0140112	extracellular vesicle biogenesis	22	2	1.47	0.12893
GO:1902750	negative regulation of cell cycle G2/M p...	70	5	4.67	0.12896
GO:1904738	vascular associated smooth muscle cell m...	26	2	1.73	0.12897
GO:0072526	pyridine-containing compound catabolic p...	88	6	5.87	0.12900
GO:0046676	negative regulation of insulin secretion	28	4	1.87	0.12904
GO:1905517	macrophage migration	41	2	2.73	0.12913
GO:0001964	startle response	19	3	1.27	0.12918
GO:0062009	secondary palate development	19	3	1.27	0.12918
GO:0030220	platelet formation	19	3	1.27	0.12918
GO:0045821	positive regulation of glycolytic proces...	19	3	1.27	0.12918
GO:0001702	gastrulation with mouth forming second	19	3	1.27	0.12918
GO:1990823	response to leukemia inhibitory factor	90	4	6	0.12932
GO:0043433	negative regulation of DNA-binding trans...	52	4	3.47	0.12960
GO:0006887	exocytosis	269	17	17.93	0.13244
GO:0043409	negative regulation of MAPK cascade	131	15	8.73	0.13434
GO:2000243	positive regulation of reproductive proc...	52	9	3.47	0.13467
GO:0060047	heart contraction	170	28	11.33	0.13570
GO:0045739	positive regulation of DNA repair	138	8	9.2	0.13671
GO:0048708	astrocyte differentiation	58	9	3.87	0.13896
GO:0014033	neural crest cell differentiation	75	10	5	0.13899
GO:1903038	negative regulation of leukocyte cell-ce...	100	10	6.67	0.13946
GO:0042116	macrophage activation	73	8	4.87	0.13951
GO:0046173	polyol biosynthetic process	49	6	3.27	0.13963
GO:0010765	positive regulation of sodium ion transp...	20	4	1.33	0.13965
GO:0051048	negative regulation of secretion	115	10	7.67	0.13974
GO:0043616	keratinocyte proliferation	41	5	2.73	0.13976
GO:0071498	cellular response to fluid shear stress	31	4	2.07	0.13985
GO:0070293	renal absorption	31	4	2.07	0.13985
GO:0070233	negative regulation of T cell apoptotic ...	17	3	1.13	0.13987
GO:0060009	Sertoli cell development	10	2	0.67	0.14002
GO:0010936	negative regulation of macrophage cytoki...	10	2	0.67	0.14002
GO:0072189	ureter development	10	2	0.67	0.14002
GO:0032700	negative regulation of interleukin-17 pr...	10	2	0.67	0.14002
GO:0031440	regulation of mRNA 3'-end processing	10	2	0.67	0.14002
GO:0038063	collagen-activated tyrosine kinase recep...	10	2	0.67	0.14002
GO:1902307	positive regulation of sodium ion transm...	10	2	0.67	0.14002
GO:0060426	lung vasculature development	10	2	0.67	0.14002
GO:0007250	activation of NF-kappaB-inducing kinase ...	10	2	0.67	0.14002
GO:0060100	positive regulation of phagocytosis, eng...	10	2	0.67	0.14002
GO:0003149	membranous septum morphogenesis	10	2	0.67	0.14002
GO:1902237	positive regulation of endoplasmic retic...	10	2	0.67	0.14002
GO:0051782	negative regulation of cell division	10	2	0.67	0.14002
GO:0031645	negative regulation of nervous system pr...	10	2	0.67	0.14002
GO:0090084	negative regulation of inclusion body as...	10	2	0.67	0.14002
GO:0043650	dicarboxylic acid biosynthetic process	10	2	0.67	0.14002
GO:0006883	intracellular sodium ion homeostasis	10	2	0.67	0.14002
GO:0051956	negative regulation of amino acid transp...	10	2	0.67	0.14002
GO:0002841	negative regulation of T cell mediated i...	10	2	0.67	0.14002
GO:2000402	negative regulation of lymphocyte migrat...	10	2	0.67	0.14002
GO:0002544	chronic inflammatory response	10	2	0.67	0.14002
GO:0036302	atrioventricular canal development	10	2	0.67	0.14002
GO:0150172	regulation of phosphatidylcholine metabo...	10	2	0.67	0.14002
GO:0098915	membrane repolarization during ventricul...	10	2	0.67	0.14002
GO:0061771	response to caloric restriction	10	2	0.67	0.14002
GO:0021554	optic nerve development	10	2	0.67	0.14002
GO:0001547	antral ovarian follicle growth	10	2	0.67	0.14002
GO:0048103	somatic stem cell division	10	2	0.67	0.14002
GO:2000404	regulation of T cell migration	36	3	2.4	0.14022
GO:0000165	MAPK cascade	576	64	38.4	0.14261
GO:0002063	chondrocyte development	31	7	2.07	0.14362
GO:0055010	ventricular cardiac muscle tissue morpho...	32	7	2.13	0.14364
GO:0048701	embryonic cranial skeleton morphogenesis	32	5	2.13	0.14440
GO:0030279	negative regulation of ossification	32	5	2.13	0.14440
GO:0042267	natural killer cell mediated cytotoxicit...	49	6	3.27	0.14445
GO:0001736	establishment of planar polarity	26	4	1.73	0.14463
GO:0032094	response to food	30	4	2	0.14473
GO:0021591	ventricular system development	31	4	2.07	0.14476
GO:0044058	regulation of digestive system process	20	3	1.33	0.14486
GO:0045665	negative regulation of neuron differenti...	42	5	2.8	0.14535
GO:0042752	regulation of circadian rhythm	89	11	5.93	0.14700
GO:0001568	blood vessel development	572	71	38.13	0.14776
GO:0007601	visual perception	115	11	7.67	0.14786
GO:0030168	platelet activation	98	10	6.53	0.14793
GO:0030574	collagen catabolic process	31	4	2.07	0.14866
GO:0042632	cholesterol homeostasis	66	7	4.4	0.14880
GO:0016071	mRNA metabolic process	697	13	46.46	0.15040
GO:0001501	skeletal system development	408	55	27.2	0.15083
GO:0060070	canonical Wnt signaling pathway	262	23	17.47	0.15412
GO:0043170	macromolecule metabolic process	6959	389	463.9	0.15479
GO:0007611	learning or memory	199	28	13.27	0.15506
GO:0043123	positive regulation of canonical NF-kapp...	195	17	13	0.15515
GO:0071526	semaphorin-plexin signaling pathway	43	5	2.87	0.15606
GO:0016192	vesicle-mediated transport	1292	72	86.13	0.15690
GO:0002062	chondrocyte differentiation	102	16	6.8	0.15785
GO:0032868	response to insulin	218	13	14.53	0.15814
GO:0035924	cellular response to vascular endothelia...	67	8	4.47	0.16032
GO:0048814	regulation of dendrite morphogenesis	54	6	3.6	0.16079
GO:0086004	regulation of cardiac muscle cell contra...	27	4	1.8	0.16087
GO:0099175	regulation of postsynapse organization	119	11	7.93	0.16092
GO:0048745	smooth muscle tissue development	21	3	1.4	0.16112
GO:0060392	negative regulation of SMAD protein sign...	21	3	1.4	0.16112
GO:0043153	entrainment of circadian clock by photop...	21	3	1.4	0.16112
GO:0002021	response to dietary excess	21	3	1.4	0.16112
GO:0035988	chondrocyte proliferation	21	3	1.4	0.16112
GO:0060907	positive regulation of macrophage cytoki...	21	3	1.4	0.16112
GO:0097150	neuronal stem cell population maintenanc...	21	3	1.4	0.16112
GO:0061436	establishment of skin barrier	21	3	1.4	0.16112
GO:0032331	negative regulation of chondrocyte diffe...	21	3	1.4	0.16112
GO:0098656	monoatomic anion transmembrane transport	98	9	6.53	0.16122
GO:0045667	regulation of osteoblast differentiation	114	17	7.6	0.16130
GO:0016339	calcium-dependent cell-cell adhesion via...	32	4	2.13	0.16152
GO:0002028	regulation of sodium ion transport	50	10	3.33	0.16218
GO:0045787	positive regulation of cell cycle	277	19	18.47	0.16219
GO:0007269	neurotransmitter secretion	108	13	7.2	0.16245
GO:0007586	digestion	69	10	4.6	0.16258
GO:0008202	steroid metabolic process	238	21	15.87	0.16265
GO:0003209	cardiac atrium morphogenesis	21	5	1.4	0.16316
GO:0045776	negative regulation of blood pressure	21	5	1.4	0.16316
GO:0051155	positive regulation of striated muscle c...	27	5	1.8	0.16329
GO:0046717	acid secretion	19	4	1.27	0.16344
GO:0098810	neurotransmitter reuptake	19	4	1.27	0.16344
GO:0060037	pharyngeal system development	20	4	1.33	0.16346
GO:0071474	cellular hyperosmotic response	18	3	1.2	0.16374
GO:0045577	regulation of B cell differentiation	22	3	1.47	0.16382
GO:0002673	regulation of acute inflammatory respons...	23	3	1.53	0.16384
GO:0007379	segment specification	11	2	0.73	0.16391
GO:0007342	fusion of sperm to egg plasma membrane i...	11	2	0.73	0.16391
GO:0038092	nodal signaling pathway	11	2	0.73	0.16391
GO:0007158	neuron cell-cell adhesion	11	2	0.73	0.16391
GO:0048643	positive regulation of skeletal muscle t...	11	2	0.73	0.16391
GO:0015874	norepinephrine transport	11	2	0.73	0.16391
GO:0000101	sulfur amino acid transport	11	2	0.73	0.16391
GO:2001140	positive regulation of phospholipid tran...	11	2	0.73	0.16391
GO:0045019	negative regulation of nitric oxide bios...	11	2	0.73	0.16391
GO:0051764	actin crosslink formation	11	2	0.73	0.16391
GO:0046129	purine ribonucleoside biosynthetic proce...	11	2	0.73	0.16391
GO:0042415	norepinephrine metabolic process	11	2	0.73	0.16391
GO:0030007	intracellular potassium ion homeostasis	11	2	0.73	0.16391
GO:0042447	hormone catabolic process	11	2	0.73	0.16391
GO:0009404	toxin metabolic process	11	2	0.73	0.16391
GO:0051549	positive regulation of keratinocyte migr...	11	2	0.73	0.16391
GO:0042182	ketone catabolic process	11	2	0.73	0.16391
GO:0009143	nucleoside triphosphate catabolic proces...	11	2	0.73	0.16391
GO:0060628	regulation of ER to Golgi vesicle-mediat...	11	2	0.73	0.16391
GO:2000009	negative regulation of protein localizat...	11	2	0.73	0.16391
GO:0061052	negative regulation of cell growth invol...	11	2	0.73	0.16391
GO:1901203	positive regulation of extracellular mat...	11	2	0.73	0.16391
GO:0045117	azole transmembrane transport	11	2	0.73	0.16391
GO:0042531	positive regulation of tyrosine phosphor...	11	2	0.73	0.16391
GO:0002523	leukocyte migration involved in inflamma...	11	2	0.73	0.16391
GO:0032060	bleb assembly	11	2	0.73	0.16391
GO:2000288	positive regulation of myoblast prolifer...	11	2	0.73	0.16391
GO:0010867	positive regulation of triglyceride bios...	11	2	0.73	0.16391
GO:0036462	TRAIL-activated apoptotic signaling path...	11	2	0.73	0.16391
GO:0099159	regulation of modification of postsynapt...	11	2	0.73	0.16391
GO:1900272	negative regulation of long-term synapti...	11	2	0.73	0.16391
GO:0030216	keratinocyte differentiation	82	12	5.47	0.16445
GO:0010639	negative regulation of organelle organiz...	329	20	21.93	0.16495
GO:0032870	cellular response to hormone stimulus	514	46	34.26	0.17315
GO:0006418	tRNA aminoacylation for protein translat...	41	5	2.73	0.17452
GO:2000573	positive regulation of DNA biosynthetic ...	42	5	2.8	0.17456
GO:2000242	negative regulation of reproductive proc...	47	5	3.13	0.17473
GO:0010719	negative regulation of epithelial to mes...	33	4	2.2	0.17477
GO:0014911	positive regulation of smooth muscle cel...	33	4	2.2	0.17477
GO:0007612	learning	114	15	7.6	0.17506
GO:0048584	positive regulation of response to stimu...	1816	154	121.06	0.17525
GO:0010667	negative regulation of cardiac muscle ce...	22	3	1.47	0.17790
GO:0001824	blastocyst development	107	7	7.13	0.17865
GO:0016477	cell migration	1169	119	77.93	0.17982
GO:0002684	positive regulation of immune system pro...	790	77	52.66	0.18164
GO:0045471	response to ethanol	79	10	5.27	0.18208
GO:0031347	regulation of defense response	618	59	41.2	0.18318
GO:0043009	chordate embryonic development	549	52	36.6	0.18373
GO:0032755	positive regulation of interleukin-6 pro...	70	7	4.67	0.18393
GO:0001894	tissue homeostasis	191	22	12.73	0.18411
GO:1902107	positive regulation of leukocyte differe...	136	21	9.07	0.18458
GO:2001236	regulation of extrinsic apoptotic signal...	134	18	8.93	0.18520
GO:1904018	positive regulation of vasculature devel...	131	17	8.73	0.18537
GO:0046883	regulation of hormone secretion	173	19	11.53	0.18553
GO:0071466	cellular response to xenobiotic stimulus	123	17	8.2	0.18555
GO:0008037	cell recognition	101	14	6.73	0.18559
GO:0016101	diterpenoid metabolic process	55	10	3.67	0.18579
GO:0010092	specification of animal organ identity	26	7	1.73	0.18602
GO:0051235	maintenance of location	163	16	10.87	0.18604
GO:1905330	regulation of morphogenesis of an epithe...	51	11	3.4	0.18614
GO:0051051	negative regulation of transport	311	28	20.73	0.18621
GO:0032956	regulation of actin cytoskeleton organiz...	295	24	19.67	0.18625
GO:0034284	response to monosaccharide	150	14	10	0.18628
GO:0031102	neuron projection regeneration	46	7	3.07	0.18630
GO:0003338	metanephros morphogenesis	17	5	1.13	0.18631
GO:0072089	stem cell proliferation	90	13	6	0.18635
GO:0006766	vitamin metabolic process	24	5	1.6	0.18641
GO:1905144	response to acetylcholine	25	5	1.67	0.18643
GO:0032310	prostaglandin secretion	11	4	0.73	0.18644
GO:0010002	cardioblast differentiation	13	4	0.87	0.18647
GO:0110053	regulation of actin filament organizatio...	228	18	15.2	0.18653
GO:0086019	cell-cell signaling involved in cardiac ...	19	4	1.27	0.18655
GO:0072525	pyridine-containing compound biosyntheti...	25	4	1.67	0.18664
GO:0031650	regulation of heat generation	10	3	0.67	0.18664
GO:0009158	ribonucleoside monophosphate catabolic p...	11	3	0.73	0.18665
GO:0002551	mast cell chemotaxis	11	3	0.73	0.18665
GO:0021783	preganglionic parasympathetic fiber deve...	13	3	0.87	0.18668
GO:0050798	activated T cell proliferation	29	4	1.93	0.18669
GO:0010712	regulation of collagen metabolic process	33	4	2.2	0.18675
GO:0141161	regulation of cAMP/PKA signal transducti...	33	4	2.2	0.18675
GO:0050433	regulation of catecholamine secretion	18	3	1.2	0.18675
GO:0010715	regulation of extracellular matrix disas...	18	3	1.2	0.18675
GO:0033032	regulation of myeloid cell apoptotic pro...	21	3	1.4	0.18679
GO:0003309	type B pancreatic cell differentiation	22	3	1.47	0.18681
GO:0043374	CD8-positive, alpha-beta T cell differen...	9	2	0.6	0.18684
GO:0002328	pro-B cell differentiation	9	2	0.6	0.18684
GO:0060601	lateral sprouting from an epithelium	9	2	0.6	0.18684
GO:1904238	pericyte cell differentiation	9	2	0.6	0.18684
GO:1900449	regulation of glutamate receptor signali...	9	2	0.6	0.18684
GO:0006012	galactose metabolic process	10	2	0.67	0.18685
GO:0072498	embryonic skeletal joint development	10	2	0.67	0.18685
GO:0070278	extracellular matrix constituent secreti...	11	2	0.73	0.18686
GO:0098856	intestinal lipid absorption	12	2	0.8	0.18688
GO:2001026	regulation of endothelial cell chemotaxi...	15	2	1	0.18692
GO:0002093	auditory receptor cell morphogenesis	16	2	1.07	0.18693
GO:0140354	lipid import into cell	20	2	1.33	0.18699
GO:0002221	pattern recognition receptor signaling p...	250	17	16.67	0.18706
GO:0046365	monosaccharide catabolic process	43	3	2.87	0.18710
GO:0009191	ribonucleoside diphosphate catabolic pro...	90	6	6	0.18713
GO:0032366	intracellular sterol transport	32	2	2.13	0.18716
GO:1903317	regulation of protein maturation	49	3	3.27	0.18719
GO:0030193	regulation of blood coagulation	50	3	3.33	0.18720
GO:0009994	oocyte differentiation	52	3	3.47	0.18723
GO:0046032	ADP catabolic process	86	5	5.73	0.18729
GO:0019364	pyridine nucleotide catabolic process	86	5	5.73	0.18729
GO:0048333	mesodermal cell differentiation	24	6	1.6	0.18729
GO:0003161	cardiac conduction system development	25	6	1.67	0.18731
GO:0060317	cardiac epithelial to mesenchymal transi...	29	6	1.93	0.18741
GO:0033280	response to vitamin D	32	6	2.13	0.18748
GO:0035418	protein localization to synapse	70	8	4.67	0.18767
GO:0045446	endothelial cell differentiation	89	9	5.93	0.18776
GO:0043114	regulation of vascular permeability	37	5	2.47	0.18796
GO:0048545	response to steroid hormone	255	19	17	0.18814
GO:0002824	positive regulation of adaptive immune r...	91	8	6.07	0.18817
GO:0032958	inositol phosphate biosynthetic process	18	3	1.2	0.18822
GO:0050901	leukocyte tethering or rolling	20	3	1.33	0.18827
GO:0003084	positive regulation of systemic arterial...	12	2	0.8	0.18843
GO:1903140	regulation of establishment of endotheli...	12	2	0.8	0.18843
GO:0030949	positive regulation of vascular endothel...	12	2	0.8	0.18843
GO:0030903	notochord development	12	2	0.8	0.18843
GO:0032736	positive regulation of interleukin-13 pr...	12	2	0.8	0.18843
GO:0048557	embryonic digestive tract morphogenesis	12	2	0.8	0.18843
GO:0008611	ether lipid biosynthetic process	12	2	0.8	0.18843
GO:0106074	aminoacyl-tRNA metabolism involved in tr...	12	2	0.8	0.18843
GO:0014059	regulation of dopamine secretion	12	2	0.8	0.18843
GO:0060263	regulation of respiratory burst	12	2	0.8	0.18843
GO:0046462	monoacylglycerol metabolic process	12	2	0.8	0.18843
GO:0060749	mammary gland alveolus development	12	2	0.8	0.18843
GO:0034310	primary alcohol catabolic process	12	2	0.8	0.18843
GO:0034454	microtubule anchoring at centrosome	12	2	0.8	0.18843
GO:0043605	amide catabolic process	12	2	0.8	0.18843
GO:0051957	positive regulation of amino acid transp...	12	2	0.8	0.18843
GO:0042574	retinal metabolic process	12	2	0.8	0.18843
GO:0008063	Toll signaling pathway	12	2	0.8	0.18843
GO:0009650	UV protection	12	2	0.8	0.18843
GO:0045651	positive regulation of macrophage differ...	12	2	0.8	0.18843
GO:0141201	pyroptotic cell death	12	2	0.8	0.18843
GO:0030502	negative regulation of bone mineralizati...	12	2	0.8	0.18843
GO:0002903	negative regulation of B cell apoptotic ...	12	2	0.8	0.18843
GO:0001502	cartilage condensation	12	2	0.8	0.18843
GO:0045986	negative regulation of smooth muscle con...	12	2	0.8	0.18843
GO:0048791	calcium ion-regulated exocytosis of neur...	12	2	0.8	0.18843
GO:0060019	radial glial cell differentiation	12	2	0.8	0.18843
GO:0045668	negative regulation of osteoblast differ...	46	5	3.07	0.19000
GO:0001756	somitogenesis	46	5	3.07	0.19000
GO:0002250	adaptive immune response	290	26	19.33	0.19478
GO:0048477	oogenesis	82	7	5.47	0.19509
GO:0035774	positive regulation of insulin secretion...	23	3	1.53	0.19512
GO:1902894	negative regulation of miRNA transcripti...	23	3	1.53	0.19512
GO:0030878	thyroid gland development	23	3	1.53	0.19512
GO:0035025	positive regulation of Rho protein signa...	23	3	1.53	0.19512
GO:0010575	positive regulation of vascular endothel...	23	3	1.53	0.19512
GO:0045332	phospholipid translocation	43	4	2.87	0.19528
GO:0001942	hair follicle development	71	15	4.73	0.19723
GO:0006874	intracellular calcium ion homeostasis	199	23	13.27	0.19811
GO:0045785	positive regulation of cell adhesion	366	31	24.4	0.19931
GO:0010976	positive regulation of neuron projection...	130	15	8.67	0.20168
GO:0007420	brain development	555	60	37	0.20217
GO:0048589	developmental growth	536	63	35.73	0.20270
GO:0051225	spindle assembly	127	8	8.47	0.20358
GO:0001654	eye development	304	34	20.27	0.20629
GO:0006816	calcium ion transport	270	34	18	0.20744
GO:0006939	smooth muscle contraction	73	17	4.87	0.20906
GO:0019752	carboxylic acid metabolic process	685	57	45.66	0.20916
GO:0018108	peptidyl-tyrosine phosphorylation	84	13	5.6	0.20965
GO:0035904	aorta development	52	9	3.47	0.21061
GO:0030500	regulation of bone mineralization	60	12	4	0.21070
GO:0031016	pancreas development	54	8	3.6	0.21119
GO:0001916	positive regulation of T cell mediated c...	24	3	1.6	0.21273
GO:1904019	epithelial cell apoptotic process	65	7	4.33	0.21280
GO:0046638	positive regulation of alpha-beta T cell...	35	5	2.33	0.21280
GO:0002313	mature B cell differentiation involved i...	20	4	1.33	0.21280
GO:0086005	ventricular cardiac muscle cell action p...	23	4	1.53	0.21288
GO:0031103	axon regeneration	41	5	2.73	0.21296
GO:0045595	regulation of cell differentiation	1158	133	77.19	0.21297
GO:0007140	male meiotic nuclear division	32	4	2.13	0.21312
GO:0010996	response to auditory stimulus	19	3	1.27	0.21317
GO:0002089	lens morphogenesis in camera-type eye	19	3	1.27	0.21317
GO:0060039	pericardium development	13	2	0.87	0.21341
GO:1900748	positive regulation of vascular endothel...	13	2	0.87	0.21341
GO:0071360	cellular response to exogenous dsRNA	13	2	0.87	0.21341
GO:0007271	synaptic transmission, cholinergic	13	2	0.87	0.21341
GO:1904948	midbrain dopaminergic neuron differentia...	13	2	0.87	0.21341
GO:0014029	neural crest formation	13	2	0.87	0.21341
GO:0071625	vocalization behavior	13	2	0.87	0.21341
GO:0050482	arachidonate secretion	13	2	0.87	0.21341
GO:0070166	enamel mineralization	13	2	0.87	0.21341
GO:0010744	positive regulation of macrophage derive...	13	2	0.87	0.21341
GO:0044027	negative regulation of gene expression v...	13	2	0.87	0.21341
GO:0010818	T cell chemotaxis	13	2	0.87	0.21341
GO:0036151	phosphatidylcholine acyl-chain remodelin...	13	2	0.87	0.21341
GO:0030539	male genitalia development	13	2	0.87	0.21341
GO:0050884	neuromuscular process controlling postur...	13	2	0.87	0.21341
GO:0032486	Rap protein signal transduction	13	2	0.87	0.21341
GO:0070561	vitamin D receptor signaling pathway	13	2	0.87	0.21341
GO:1904862	inhibitory synapse assembly	13	2	0.87	0.21341
GO:0060294	cilium movement involved in cell motilit...	123	7	8.2	0.21433
GO:0007095	mitotic G2 DNA damage checkpoint signali...	36	4	2.4	0.21653
GO:0009888	tissue development	1444	152	96.26	0.22468
GO:0030217	T cell differentiation	223	27	14.87	0.22471
GO:0070371	ERK1 and ERK2 cascade	225	26	15	0.22534
GO:0048593	camera-type eye morphogenesis	105	15	7	0.22702
GO:1901700	response to oxygen-containing compound	1218	117	81.19	0.22712
GO:0001657	ureteric bud development	71	11	4.73	0.22798
GO:0008219	cell death	1548	141	103.19	0.22998
GO:0007616	long-term memory	25	3	1.67	0.23066
GO:0045744	negative regulation of G protein-coupled...	47	5	3.13	0.23079
GO:2000785	regulation of autophagosome assembly	47	4	3.13	0.23092
GO:0035265	organ growth	141	26	9.4	0.23194
GO:0048858	cell projection morphogenesis	525	64	35	0.23339
GO:0010721	negative regulation of cell development	188	25	12.53	0.23371
GO:0007283	spermatogenesis	415	28	27.66	0.23468
GO:0032502	developmental process	4736	426	315.71	0.23568
GO:0007219	Notch signaling pathway	137	17	9.13	0.23659
GO:2000179	positive regulation of neural precursor ...	37	7	2.47	0.23717
GO:0051279	regulation of release of sequestered cal...	53	8	3.53	0.23720
GO:0062197	cellular response to chemical stress	288	23	19.2	0.23746
GO:0046475	glycerophospholipid catabolic process	27	5	1.8	0.23775
GO:0062014	negative regulation of small molecule me...	89	9	5.93	0.23780
GO:0015908	fatty acid transport	74	8	4.93	0.23780
GO:0071312	cellular response to alkaloid	29	5	1.93	0.23780
GO:0061178	regulation of insulin secretion involved...	46	6	3.07	0.23786
GO:0042220	response to cocaine	32	5	2.13	0.23789
GO:0098773	skin epidermis development	95	19	6.33	0.23801
GO:0003094	glomerular filtration	22	4	1.47	0.23803
GO:0035050	embryonic heart tube development	61	6	4.07	0.23829
GO:0150077	regulation of neuroinflammatory response	24	3	1.6	0.23852
GO:0043270	positive regulation of monoatomic ion tr...	116	18	7.73	0.23864
GO:0003091	renal water homeostasis	14	2	0.93	0.23866
GO:0032717	negative regulation of interleukin-8 pro...	14	2	0.93	0.23866
GO:0001956	positive regulation of neurotransmitter ...	14	2	0.93	0.23866
GO:0043392	negative regulation of DNA binding	14	2	0.93	0.23866
GO:0009068	aspartate family amino acid catabolic pr...	14	2	0.93	0.23866
GO:0009074	aromatic amino acid family catabolic pro...	14	2	0.93	0.23866
GO:0002026	regulation of the force of heart contrac...	14	2	0.93	0.23866
GO:0006287	base-excision repair, gap-filling	14	2	0.93	0.23866
GO:0051580	regulation of neurotransmitter uptake	14	2	0.93	0.23866
GO:0071636	positive regulation of transforming grow...	14	2	0.93	0.23866
GO:0061042	vascular wound healing	14	2	0.93	0.23866
GO:0045217	cell-cell junction maintenance	14	2	0.93	0.23866
GO:1904322	cellular response to forskolin	14	2	0.93	0.23866
GO:0045618	positive regulation of keratinocyte diff...	14	2	0.93	0.23866
GO:0040037	negative regulation of fibroblast growth...	14	2	0.93	0.23866
GO:0008228	opsonization	14	2	0.93	0.23866
GO:0048608	reproductive structure development	224	25	14.93	0.23867
GO:0006518	peptide metabolic process	56	4	3.73	0.23901
GO:0055023	positive regulation of cardiac muscle ti...	25	10	1.67	0.23917
GO:0071774	response to fibroblast growth factor	88	14	5.87	0.23921
GO:0016064	immunoglobulin mediated immune response	84	5	5.6	0.23938
GO:0031644	regulation of nervous system process	77	11	5.13	0.23982
GO:0098727	maintenance of cell number	161	16	10.73	0.23997
GO:0060350	endochondral bone morphogenesis	50	8	3.33	0.24014
GO:0008038	neuron recognition	35	7	2.33	0.24014
GO:0035136	forelimb morphogenesis	27	6	1.8	0.24026
GO:0030282	bone mineralization	98	16	6.53	0.24029
