GO.ID	Term	Annotated	Significant	Expected	weight01
GO:0010875	positive regulation of cholesterol efflu...	22	1	1.47	0.78108
GO:2000786	positive regulation of autophagosome ass...	22	1	1.47	0.78108
GO:0150105	protein localization to cell-cell juncti...	22	1	1.47	0.78108
GO:0050650	chondroitin sulfate proteoglycan biosynt...	22	1	1.47	0.78108
GO:0043516	regulation of DNA damage response, signa...	38	2	2.53	0.78111
GO:0007281	germ cell development	254	16	16.93	0.78128
GO:0051129	negative regulation of cellular componen...	620	38	41.33	0.78145
GO:0051453	regulation of intracellular pH	71	3	4.73	0.78161
GO:0045824	negative regulation of innate immune res...	78	4	5.2	0.78229
GO:0030030	cell projection organization	1302	113	86.79	0.78324
GO:0030163	protein catabolic process	986	38	65.73	0.78708
GO:0006355	regulation of DNA-templated transcriptio...	2601	176	173.39	0.78885
GO:0036297	interstrand cross-link repair	43	2	2.87	0.79091
GO:0071345	cellular response to cytokine stimulus	637	52	42.46	0.79136
GO:0055082	intracellular chemical homeostasis	513	42	34.2	0.79215
GO:0031641	regulation of myelination	38	4	2.53	0.79488
GO:0006284	base-excision repair	52	4	3.47	0.79526
GO:0001556	oocyte maturation	29	2	1.93	0.79546
GO:0035633	maintenance of blood-brain barrier	30	2	2	0.79548
GO:0046039	GTP metabolic process	23	1	1.53	0.79570
GO:0002097	tRNA wobble base modification	23	1	1.53	0.79570
GO:2000001	regulation of DNA damage checkpoint	23	1	1.53	0.79570
GO:1990542	mitochondrial transmembrane transport	23	1	1.53	0.79570
GO:0070129	regulation of mitochondrial translation	23	1	1.53	0.79570
GO:1903077	negative regulation of protein localizat...	23	1	1.53	0.79570
GO:0030517	negative regulation of axon extension	23	1	1.53	0.79570
GO:0001832	blastocyst growth	23	1	1.53	0.79570
GO:0009311	oligosaccharide metabolic process	40	2	2.67	0.79575
GO:0042446	hormone biosynthetic process	41	2	2.73	0.79578
GO:0002753	cytoplasmic pattern recognition receptor...	182	7	12.13	0.79759
GO:0032720	negative regulation of tumor necrosis fa...	44	2	2.93	0.80146
GO:0090148	membrane fission	44	2	2.93	0.80146
GO:0030521	androgen receptor signaling pathway	44	2	2.93	0.80146
GO:0007368	determination of left/right symmetry	93	5	6.2	0.80161
GO:0003007	heart morphogenesis	202	27	13.47	0.80358
GO:0045596	negative regulation of cell differentiat...	487	58	32.46	0.80586
GO:1905475	regulation of protein localization to me...	144	12	9.6	0.80814
GO:2000765	regulation of cytoplasmic translation	34	2	2.27	0.80921
GO:0033144	negative regulation of intracellular ste...	36	2	2.4	0.80927
GO:1900242	regulation of synaptic vesicle endocytos...	24	1	1.6	0.80934
GO:1902018	negative regulation of cilium assembly	24	1	1.6	0.80934
GO:0071354	cellular response to interleukin-6	24	1	1.6	0.80934
GO:0007288	sperm axoneme assembly	24	1	1.6	0.80934
GO:0007628	adult walking behavior	24	1	1.6	0.80934
GO:0007602	phototransduction	24	1	1.6	0.80934
GO:2000050	regulation of non-canonical Wnt signalin...	24	1	1.6	0.80934
GO:0042119	neutrophil activation	24	1	1.6	0.80934
GO:0006656	phosphatidylcholine biosynthetic process	24	1	1.6	0.80934
GO:1902914	regulation of protein polyubiquitination	24	1	1.6	0.80934
GO:1900017	positive regulation of cytokine producti...	24	1	1.6	0.80934
GO:0032091	negative regulation of protein binding	24	1	1.6	0.80934
GO:0045830	positive regulation of isotype switching	24	1	1.6	0.80934
GO:0036119	response to platelet-derived growth fact...	24	1	1.6	0.80934
GO:1902117	positive regulation of organelle assembl...	89	5	5.93	0.80948
GO:0045087	innate immune response	696	48	46.4	0.80958
GO:0045814	negative regulation of gene expression, ...	152	8	10.13	0.80996
GO:0051726	regulation of cell cycle	937	58	62.46	0.81082
GO:0042789	mRNA transcription by RNA polymerase II	45	2	3	0.81153
GO:0031507	heterochromatin formation	123	7	8.2	0.81164
GO:0007416	synapse assembly	205	24	13.67	0.81488
GO:0048511	rhythmic process	237	26	15.8	0.81777
GO:0030316	osteoclast differentiation	83	14	5.53	0.81851
GO:0046718	symbiont entry into host cell	101	6	6.73	0.81925
GO:0008283	cell population proliferation	1444	142	96.26	0.82053
GO:0043434	response to peptide hormone	350	26	23.33	0.82076
GO:0030036	actin cytoskeleton organization	588	42	39.2	0.82112
GO:0051496	positive regulation of stress fiber asse...	46	2	3.07	0.82115
GO:2001235	positive regulation of apoptotic signali...	127	10	8.47	0.82122
GO:0006979	response to oxidative stress	353	20	23.53	0.82137
GO:0061028	establishment of endothelial barrier	37	3	2.47	0.82161
GO:0070269	pyroptotic inflammatory response	37	3	2.47	0.82161
GO:0009967	positive regulation of signal transducti...	1275	113	84.99	0.82162
GO:0051099	positive regulation of binding	39	2	2.6	0.82205
GO:0035872	nucleotide-binding domain, leucine rich ...	25	1	1.67	0.82208
GO:0022011	myelination in peripheral nervous system	25	1	1.67	0.82208
GO:0046471	phosphatidylglycerol metabolic process	25	1	1.67	0.82208
GO:0034315	regulation of Arp2/3 complex-mediated ac...	25	1	1.67	0.82208
GO:0090314	positive regulation of protein targeting...	25	1	1.67	0.82208
GO:2000316	regulation of T-helper 17 type immune re...	25	1	1.67	0.82208
GO:0006607	NLS-bearing protein import into nucleus	25	1	1.67	0.82208
GO:0010804	negative regulation of tumor necrosis fa...	25	1	1.67	0.82208
GO:0070536	protein K63-linked deubiquitination	25	1	1.67	0.82208
GO:0035331	negative regulation of hippo signaling	25	1	1.67	0.82208
GO:1900181	negative regulation of protein localizat...	43	2	2.87	0.82216
GO:0001881	receptor recycling	47	2	3.13	0.82226
GO:0048812	neuron projection morphogenesis	506	62	33.73	0.82231
GO:0006351	DNA-templated transcription	2721	180	181.39	0.82252
GO:1902533	positive regulation of intracellular sig...	913	79	60.86	0.82502
GO:0016197	endosomal transport	277	7	18.47	0.82675
GO:0060041	retina development in camera-type eye	126	14	8.4	0.82675
GO:0030512	negative regulation of transforming grow...	85	4	5.67	0.82694
GO:0034504	protein localization to nucleus	307	15	20.47	0.82794
GO:0007338	single fertilization	102	7	6.8	0.82962
GO:0120034	positive regulation of plasma membrane b...	103	6	6.87	0.83018
GO:0032259	methylation	200	6	13.33	0.83105
GO:0050918	positive chemotaxis	47	7	3.13	0.83223
GO:0006334	nucleosome assembly	67	3	4.47	0.83298
GO:1903170	negative regulation of calcium ion trans...	26	1	1.73	0.83396
GO:0010971	positive regulation of G2/M transition o...	26	1	1.73	0.83396
GO:1902473	regulation of protein localization to sy...	26	1	1.73	0.83396
GO:0019985	translesion synthesis	26	1	1.73	0.83396
GO:1990166	protein localization to site of double-s...	26	1	1.73	0.83396
GO:2000406	positive regulation of T cell migration	26	1	1.73	0.83396
GO:0008347	glial cell migration	52	2	3.47	0.83424
GO:0046822	regulation of nucleocytoplasmic transpor...	111	4	7.4	0.83497
GO:0006892	post-Golgi vesicle-mediated transport	109	3	7.27	0.83529
GO:0050714	positive regulation of protein secretion	109	10	7.27	0.83705
GO:0042552	myelination	123	8	8.2	0.83855
GO:0007032	endosome organization	92	4	6.13	0.83954
GO:0048705	skeletal system morphogenesis	170	25	11.33	0.83966
GO:0048813	dendrite morphogenesis	121	13	8.07	0.84295
GO:0007259	cell surface receptor signaling pathway ...	91	8	6.07	0.84406
GO:0046329	negative regulation of JNK cascade	33	3	2.2	0.84447
GO:0009408	response to heat	85	6	5.67	0.84464
GO:0071480	cellular response to gamma radiation	27	1	1.8	0.84505
GO:0042026	protein refolding	27	1	1.8	0.84505
GO:0072539	T-helper 17 cell differentiation	27	1	1.8	0.84505
GO:0051894	positive regulation of focal adhesion as...	27	1	1.8	0.84505
GO:0006783	heme biosynthetic process	27	1	1.8	0.84505
GO:0046688	response to copper ion	27	1	1.8	0.84505
GO:2000279	negative regulation of DNA biosynthetic ...	27	1	1.8	0.84505
GO:0007020	microtubule nucleation	46	2	3.07	0.84515
GO:0006261	DNA-templated DNA replication	157	8	10.47	0.84567
GO:0048568	embryonic organ development	328	43	21.86	0.84729
GO:0061512	protein localization to cilium	69	3	4.6	0.84756
GO:0060173	limb development	152	17	10.13	0.85264
GO:0009791	post-embryonic development	76	5	5.07	0.85339
GO:0007009	plasma membrane organization	134	9	8.93	0.85466
GO:0030317	flagellated sperm motility	110	5	7.33	0.85471
GO:0043403	skeletal muscle tissue regeneration	34	2	2.27	0.85520
GO:0042759	long-chain fatty acid biosynthetic proce...	28	1	1.87	0.85541
GO:0006506	GPI anchor biosynthetic process	28	1	1.87	0.85541
GO:0090140	regulation of mitochondrial fission	28	1	1.87	0.85541
GO:2000819	regulation of nucleotide-excision repair	28	1	1.87	0.85541
GO:0033574	response to testosterone	28	1	1.87	0.85541
GO:0061025	membrane fusion	153	7	10.2	0.85623
GO:0007507	heart development	481	48	32.06	0.85704
GO:0042593	glucose homeostasis	191	13	12.73	0.85975
GO:0030534	adult behavior	103	10	6.87	0.86367
GO:0006900	vesicle budding from membrane	81	5	5.4	0.86489
GO:2001032	regulation of double-strand break repair...	29	1	1.93	0.86507
GO:0003009	skeletal muscle contraction	29	1	1.93	0.86507
GO:0006622	protein targeting to lysosome	29	1	1.93	0.86507
GO:0043627	response to estrogen	44	2	2.93	0.86507
GO:0006094	gluconeogenesis	76	4	5.07	0.86511
GO:0043604	amide biosynthetic process	146	7	9.73	0.86568
GO:0006486	protein glycosylation	155	8	10.33	0.86665
GO:0008286	insulin receptor signaling pathway	111	5	7.4	0.87053
GO:0001707	mesoderm formation	54	7	3.6	0.87263
GO:0009953	dorsal/ventral pattern formation	56	4	3.73	0.87367
GO:0043029	T cell homeostasis	39	2	2.6	0.87395
GO:0006654	phosphatidic acid biosynthetic process	30	1	2	0.87408
GO:0019082	viral protein processing	30	1	2	0.87408
GO:0045648	positive regulation of erythrocyte diffe...	30	1	2	0.87408
GO:0030511	positive regulation of transforming grow...	30	1	2	0.87408
GO:0000077	DNA damage checkpoint signaling	115	6	7.67	0.87430
GO:1901800	positive regulation of proteasomal prote...	106	2	7.07	0.87542
GO:0010569	regulation of double-strand break repair...	82	4	5.47	0.87692
GO:1900182	positive regulation of protein localizat...	86	4	5.73	0.87704
GO:0019221	cytokine-mediated signaling pathway	362	26	24.13	0.87713
GO:0097435	supramolecular fiber organization	642	47	42.8	0.88075
GO:0042073	intraciliary transport	49	3	3.27	0.88224
GO:0006695	cholesterol biosynthetic process	58	3	3.87	0.88243
GO:0007129	homologous chromosome pairing at meiosis	31	1	2.07	0.88250
GO:0031116	positive regulation of microtubule polym...	31	1	2.07	0.88250
GO:0071402	cellular response to lipoprotein particl...	31	1	2.07	0.88250
GO:0034067	protein localization to Golgi apparatus	31	1	2.07	0.88250
GO:0018107	peptidyl-threonine phosphorylation	31	1	2.07	0.88250
GO:0036258	multivesicular body assembly	31	1	2.07	0.88250
GO:0070873	regulation of glycogen metabolic process	31	1	2.07	0.88250
GO:0050848	regulation of calcium-mediated signaling	64	3	4.27	0.88256
GO:0051603	proteolysis involved in protein cataboli...	785	24	52.33	0.88329
GO:0042157	lipoprotein metabolic process	66	3	4.4	0.88338
GO:0045893	positive regulation of DNA-templated tra...	1306	96	87.06	0.88651
GO:0006259	DNA metabolic process	898	39	59.86	0.88906
GO:0043536	positive regulation of blood vessel endo...	54	6	3.6	0.88927
GO:0045807	positive regulation of endocytosis	116	9	7.73	0.88961
GO:0032456	endocytic recycling	84	3	5.6	0.89004
GO:0015914	phospholipid transport	84	5	5.6	0.89019
GO:0006612	protein targeting to membrane	106	4	7.07	0.89044
GO:0032481	positive regulation of type I interferon...	75	3	5	0.89061
GO:0006368	transcription elongation by RNA polymera...	122	2	8.13	0.89187
GO:0009306	protein secretion	269	20	17.93	0.89400
GO:0048008	platelet-derived growth factor receptor ...	56	2	3.73	0.89555
GO:0035023	regulation of Rho protein signal transdu...	79	6	5.27	0.89711
GO:0009891	positive regulation of biosynthetic proc...	2063	157	137.52	0.89734
GO:0051881	regulation of mitochondrial membrane pot...	68	4	4.53	0.89748
GO:0019320	hexose catabolic process	40	2	2.67	0.89752
GO:0010468	regulation of gene expression	3768	260	251.18	0.89765
GO:0032088	negative regulation of NF-kappaB transcr...	33	1	2.2	0.89768
GO:0002444	myeloid leukocyte mediated immunity	68	2	4.53	0.89807
GO:0170040	proteinogenic amino acid catabolic proce...	57	5	3.8	0.90382
GO:0008089	anterograde axonal transport	43	3	2.87	0.90412
GO:0016055	Wnt signaling pathway	392	30	26.13	0.90425
GO:0001961	positive regulation of cytokine-mediated...	48	2	3.2	0.90450
GO:0001953	negative regulation of cell-matrix adhes...	34	1	2.27	0.90452
GO:1903749	positive regulation of establishment of ...	34	1	2.27	0.90452
GO:0000132	establishment of mitotic spindle orienta...	34	1	2.27	0.90452
GO:0030261	chromosome condensation	34	1	2.27	0.90452
GO:0030866	cortical actin cytoskeleton organization	34	1	2.27	0.90452
GO:0016052	carbohydrate catabolic process	145	8	9.67	0.90463
GO:0032388	positive regulation of intracellular tra...	124	5	8.27	0.90508
GO:0061157	mRNA destabilization	101	3	6.73	0.90521
GO:0031175	neuron projection development	794	88	52.93	0.90656
GO:0043124	negative regulation of canonical NF-kapp...	80	3	5.33	0.90915
GO:0030177	positive regulation of Wnt signaling pat...	131	13	8.73	0.90936
GO:0016042	lipid catabolic process	245	19	16.33	0.90980
GO:0097120	receptor localization to synapse	64	3	4.27	0.91088
GO:0007143	female meiotic nuclear division	35	1	2.33	0.91090
GO:0140448	signaling receptor ligand precursor proc...	35	1	2.33	0.91090
GO:0002448	mast cell mediated immunity	35	1	2.33	0.91090
GO:0045214	sarcomere organization	35	1	2.33	0.91090
GO:0030901	midbrain development	72	4	4.8	0.91109
GO:0031122	cytoplasmic microtubule organization	59	2	3.93	0.91150
GO:0043687	post-translational protein modification	903	31	60.2	0.91264
GO:0009636	response to toxic substance	190	17	12.67	0.91404
GO:0051321	meiotic cell cycle	213	14	14.2	0.91654
GO:0001895	retina homeostasis	36	1	2.4	0.91686
GO:0030968	endoplasmic reticulum unfolded protein r...	86	4	5.73	0.91694
GO:0006282	regulation of DNA repair	225	13	15	0.91702
GO:0051310	metaphase chromosome alignment	97	2	6.47	0.91765
GO:0010827	regulation of D-glucose transmembrane tr...	61	2	4.07	0.92083
GO:0006487	protein N-linked glycosylation	78	3	5.2	0.92088
GO:0006909	phagocytosis	168	15	11.2	0.92108
GO:0006275	regulation of DNA replication	111	8	7.4	0.92190
GO:0051384	response to glucocorticoid	92	5	6.13	0.92233
GO:2000036	regulation of stem cell population maint...	63	3	4.2	0.92235
GO:0071320	cellular response to cAMP	37	1	2.47	0.92241
GO:0034063	stress granule assembly	37	1	2.47	0.92241
GO:0045104	intermediate filament cytoskeleton organ...	37	1	2.47	0.92241
GO:1900026	positive regulation of substrate adhesio...	37	1	2.47	0.92241
GO:0005978	glycogen biosynthetic process	37	1	2.47	0.92241
GO:0048255	mRNA stabilization	62	2	4.13	0.92515
GO:1990000	amyloid fibril formation	38	1	2.53	0.92760
GO:0006479	protein methylation	38	1	2.53	0.92760
GO:0018205	peptidyl-lysine modification	119	6	7.93	0.92770
GO:0006303	double-strand break repair via nonhomolo...	77	3	5.13	0.92775
GO:0016236	macroautophagy	374	12	24.93	0.93035
GO:0006366	transcription by RNA polymerase II	2125	146	141.66	0.93085
GO:0039532	negative regulation of cytoplasmic patte...	54	2	3.6	0.93244
GO:0048193	Golgi vesicle transport	295	7	19.67	0.93498
GO:0030488	tRNA methylation	40	1	2.67	0.93696
GO:0032480	negative regulation of type I interferon...	40	1	2.67	0.93696
GO:0017148	negative regulation of translation	148	7	9.87	0.93703
GO:0090068	positive regulation of cell cycle proces...	218	11	14.53	0.93715
GO:0008654	phospholipid biosynthetic process	224	12	14.93	0.93725
GO:0072655	establishment of protein localization to...	121	4	8.07	0.93749
GO:0007052	mitotic spindle organization	129	4	8.6	0.93761
GO:1990830	cellular response to leukemia inhibitory...	88	3	5.87	0.93872
GO:0032435	negative regulation of proteasomal ubiqu...	41	1	2.73	0.94118
GO:0030071	regulation of mitotic metaphase/anaphase...	88	2	5.87	0.94162
GO:0035195	miRNA-mediated post-transcriptional gene...	67	2	4.47	0.94358
GO:0034599	cellular response to oxidative stress	226	12	15.07	0.94460
GO:0031297	replication fork processing	57	4	3.8	0.94471
GO:0007173	epidermal growth factor receptor signali...	98	5	6.53	0.94506
GO:0060071	Wnt signaling pathway, planar cell polar...	42	1	2.8	0.94511
GO:0051604	protein maturation	497	17	33.13	0.94599
GO:1901701	cellular response to oxygen-containing c...	895	86	59.66	0.94637
GO:1904263	positive regulation of TORC1 signaling	68	2	4.53	0.94670
GO:0043001	Golgi to plasma membrane protein transpo...	43	1	2.87	0.94878
GO:1903214	regulation of protein targeting to mitoc...	43	1	2.87	0.94878
GO:0048009	insulin-like growth factor receptor sign...	43	1	2.87	0.94878
GO:0070830	bicellular tight junction assembly	43	1	2.87	0.94878
GO:0001960	negative regulation of cytokine-mediated...	68	2	4.53	0.94891
GO:0045786	negative regulation of cell cycle	336	17	22.4	0.94948
GO:0060260	regulation of transcription initiation b...	69	2	4.6	0.94967
GO:0016239	positive regulation of macroautophagy	91	3	6.07	0.94978
GO:0045913	positive regulation of carbohydrate meta...	63	4	4.2	0.95189
GO:0016072	rRNA metabolic process	260	2	17.33	0.95464
GO:0007519	skeletal muscle tissue development	135	9	9	0.95506
GO:0007094	mitotic spindle assembly checkpoint sign...	45	1	3	0.95541
GO:0000423	mitophagy	91	2	6.07	0.95577
GO:0000723	telomere maintenance	158	3	10.53	0.95637
GO:0002244	hematopoietic progenitor cell differenti...	105	7	7	0.95804
GO:2000045	regulation of G1/S transition of mitotic...	141	9	9.4	0.95811
GO:1901524	regulation of mitophagy	46	1	3.07	0.95839
GO:0007286	spermatid development	142	6	9.47	0.96014
GO:0034764	positive regulation of transmembrane tra...	125	10	8.33	0.96056
GO:0071763	nuclear membrane organization	47	1	3.13	0.96117
GO:2000781	positive regulation of double-strand bre...	97	3	6.47	0.96122
GO:0006006	glucose metabolic process	165	5	11	0.96179
GO:0000209	protein polyubiquitination	270	11	18	0.96208
GO:0007018	microtubule-based movement	362	16	24.13	0.96214
GO:0060271	cilium assembly	332	11	22.13	0.96302
GO:0006914	autophagy	562	22	37.46	0.96581
GO:0090307	mitotic spindle assembly	71	2	4.73	0.96626
GO:0005975	carbohydrate metabolic process	451	21	30.06	0.96754
GO:0034644	cellular response to UV	90	5	6	0.96793
GO:0006493	protein O-linked glycosylation	124	6	8.27	0.96845
GO:0045815	transcription initiation-coupled chromat...	50	1	3.33	0.96846
GO:1901698	response to nitrogen compound	823	67	54.86	0.96850
GO:0051656	establishment of organelle localization	342	13	22.8	0.96949
GO:0007005	mitochondrion organization	377	18	25.13	0.96964
GO:0035825	homologous recombination	51	1	3.4	0.97057
GO:0006890	retrograde vesicle-mediated transport, G...	51	1	3.4	0.97057
GO:0050821	protein stabilization	208	8	13.87	0.97116
GO:0000381	regulation of alternative mRNA splicing,...	53	1	3.53	0.97438
GO:0051123	RNA polymerase II preinitiation complex ...	53	1	3.53	0.97438
GO:0006897	endocytosis	562	38	37.46	0.97497
GO:0048857	neural nucleus development	54	1	3.6	0.97609
GO:1901136	carbohydrate derivative catabolic proces...	211	11	14.07	0.97615
GO:0006260	DNA replication	272	13	18.13	0.97638
GO:0006511	ubiquitin-dependent protein catabolic pr...	638	18	42.53	0.97749
GO:0046034	ATP metabolic process	209	7	13.93	0.97864
GO:0051094	positive regulation of developmental pro...	992	130	66.13	0.98099
GO:0031398	positive regulation of protein ubiquitin...	96	3	6.4	0.98131
GO:0006383	transcription by RNA polymerase III	58	1	3.87	0.98188
GO:0051607	defense response to virus	254	13	16.93	0.98199
GO:0006470	protein dephosphorylation	67	2	4.47	0.98305
GO:1905515	non-motile cilium assembly	59	1	3.93	0.98309
GO:0097352	autophagosome maturation	59	1	3.93	0.98309
GO:0015031	protein transport	1242	61	82.79	0.98325
GO:0031146	SCF-dependent proteasomal ubiquitin-depe...	60	1	4	0.98423
GO:0030032	lamellipodium assembly	60	1	4	0.98423
GO:0006513	protein monoubiquitination	61	1	4.07	0.98528
GO:0006611	protein export from nucleus	61	1	4.07	0.98528
GO:0007080	mitotic metaphase chromosome alignment	61	1	4.07	0.98528
GO:0008333	endosome to lysosome transport	62	1	4.13	0.98627
GO:0000724	double-strand break repair via homologou...	185	7	12.33	0.98628
GO:0000281	mitotic cytokinesis	92	2	6.13	0.98696
GO:0042981	regulation of apoptotic process	1129	108	75.26	0.98707
GO:0046323	D-glucose import	63	1	4.2	0.98719
GO:1901568	fatty acid derivative metabolic process	63	1	4.2	0.98719
GO:0051240	positive regulation of multicellular org...	1181	155	78.73	0.98740
GO:0006974	DNA damage response	872	39	58.13	0.98745
GO:0006635	fatty acid beta-oxidation	65	1	4.33	0.98885
GO:0032418	lysosome localization	65	1	4.33	0.98885
GO:0008104	intracellular protein localization	2119	115	141.26	0.98917
GO:0006417	regulation of translation	354	14	23.6	0.99072
GO:0042147	retrograde transport, endosome to Golgi	98	2	6.53	0.99092
GO:0071357	cellular response to type I interferon	68	1	4.53	0.99094
GO:0051865	protein autoubiquitination	68	1	4.53	0.99094
GO:2000144	positive regulation of DNA-templated tra...	68	1	4.53	0.99094
GO:0031647	regulation of protein stability	332	11	22.13	0.99130
GO:0016579	protein deubiquitination	95	2	6.33	0.99215
GO:0071806	protein transmembrane transport	71	1	4.73	0.99265
GO:0032206	positive regulation of telomere maintena...	72	1	4.8	0.99314
GO:0008380	RNA splicing	419	2	27.93	0.99405
GO:0070936	protein K48-linked ubiquitination	106	2	7.07	0.99442
GO:0032436	positive regulation of proteasomal ubiqu...	76	1	5.07	0.99480
GO:0006338	chromatin remodeling	546	23	36.4	0.99540
GO:0006325	chromatin organization	708	28	47.2	0.99544
GO:0090150	establishment of protein localization to...	246	7	16.4	0.99593
GO:0036503	ERAD pathway	108	2	7.2	0.99682
GO:0045727	positive regulation of translation	143	3	9.53	0.99685
GO:0043161	proteasome-mediated ubiquitin-dependent ...	455	13	30.33	0.99689
GO:0006886	intracellular protein transport	610	22	40.66	0.99703
GO:0006405	RNA export from nucleus	85	1	5.67	0.99722
GO:0000045	autophagosome assembly	136	5	9.07	0.99788
GO:0051028	mRNA transport	123	2	8.2	0.99805
GO:0140694	membraneless organelle assembly	391	17	26.06	0.99810
GO:1902600	proton transmembrane transport	158	3	10.53	0.99867
GO:0042274	ribosomal small subunit biogenesis	102	1	6.8	0.99915
GO:0006457	protein folding	195	4	13	0.99927
GO:0006281	DNA repair	594	22	39.6	0.99959
GO:0061024	membrane organization	729	35	48.6	0.99966
GO:0006397	mRNA processing	453	4	30.2	0.99983
GO:0033365	protein localization to organelle	843	34	56.2	0.99992
GO:0007030	Golgi organization	143	1	9.53	0.99995
GO:0016567	protein ubiquitination	686	20	45.73	0.99997
GO:0006364	rRNA processing	216	1	14.4	1.00000
GO:0065003	protein-containing complex assembly	1360	70	90.66	1.00000
GO:0033628	regulation of cell adhesion mediated by ...	35	4	2.33	1.00000
GO:0032291	axon ensheathment in central nervous sys...	15	2	1	1.00000
GO:0032292	peripheral nervous system axon ensheathm...	25	1	1.67	1.00000
GO:0060043	regulation of cardiac muscle cell prolif...	30	9	2	1.00000
GO:0033619	membrane protein proteolysis	53	3	3.53	1.00000
GO:0043062	extracellular structure organization	254	38	16.93	1.00000
GO:0043067	regulation of programmed cell death	1168	110	77.86	1.00000
GO:0051050	positive regulation of transport	606	49	40.4	1.00000
GO:0043069	negative regulation of programmed cell d...	701	64	46.73	1.00000
GO:0051052	regulation of DNA metabolic process	448	24	29.86	1.00000
GO:0051053	negative regulation of DNA metabolic pro...	119	3	7.93	1.00000
GO:0051054	positive regulation of DNA metabolic pro...	265	18	17.67	1.00000
GO:0035459	vesicle cargo loading	32	1	2.13	1.00000
GO:1902074	response to salt	20	1	1.33	1.00000
GO:0032261	purine nucleotide salvage	24	3	1.6	1.00000
GO:0032262	pyrimidine nucleotide salvage	6	1	0.4	1.00000
GO:0048771	tissue remodeling	140	22	9.33	1.00000
GO:1902022	L-lysine transport	7	1	0.47	1.00000
GO:0008206	bile acid metabolic process	38	3	2.53	1.00000
GO:0008207	C21-steroid hormone metabolic process	25	1	1.67	1.00000
GO:0019751	polyol metabolic process	82	11	5.47	1.00000
GO:0044403	biological process involved in symbiotic...	158	9	10.53	1.00000
GO:0044409	symbiont entry into host	105	6	7	1.00000
GO:0061614	miRNA transcription	63	10	4.2	1.00000
GO:1902017	regulation of cilium assembly	69	3	4.6	1.00000
GO:0048729	tissue morphogenesis	463	51	30.86	1.00000
GO:0048710	regulation of astrocyte differentiation	18	3	1.2	1.00000
GO:1902041	regulation of extrinsic apoptotic signal...	39	6	2.6	1.00000
GO:0048713	regulation of oligodendrocyte differenti...	27	6	1.8	1.00000
GO:0032271	regulation of protein polymerization	169	14	11.27	1.00000
GO:0032272	negative regulation of protein polymeriz...	61	3	4.07	1.00000
GO:0051016	barbed-end actin filament capping	23	1	1.53	1.00000
GO:0043010	camera-type eye development	264	30	17.6	1.00000
GO:0035443	tripeptide transmembrane transport	10	1	0.67	1.00000
GO:0051043	regulation of membrane protein ectodomai...	22	2	1.47	1.00000
GO:0019724	B cell mediated immunity	85	5	5.67	1.00000
GO:0019725	cellular homeostasis	604	45	40.26	1.00000
GO:0051047	positive regulation of secretion	219	18	14.6	1.00000
GO:0048731	system development	3035	309	202.32	1.00000
GO:0051049	regulation of transport	1172	96	78.13	1.00000
GO:0043043	peptide biosynthetic process	23	1	1.53	1.00000
GO:0043045	epigenetic programming of gene expressio...	27	2	1.8	1.00000
GO:0048736	appendage development	152	17	10.13	1.00000
GO:0003096	renal sodium ion transport	18	2	1.2	1.00000
GO:0043030	regulation of macrophage activation	41	2	2.73	1.00000
GO:1903169	regulation of calcium ion transmembrane ...	97	9	6.47	1.00000
GO:0071071	regulation of phospholipid biosynthetic ...	15	2	1	1.00000
GO:0140053	mitochondrial gene expression	165	2	11	1.00000
GO:0140056	organelle localization by membrane tethe...	73	1	4.87	1.00000
GO:0043038	amino acid activation	45	5	3	1.00000
GO:0043039	tRNA aminoacylation	44	5	2.93	1.00000
GO:0010965	regulation of mitotic sister chromatid s...	58	1	3.87	1.00000
GO:0019748	secondary metabolic process	41	5	2.73	1.00000
GO:1902003	regulation of amyloid-beta formation	33	2	2.2	1.00000
GO:0120031	plasma membrane bounded cell projection ...	501	21	33.4	1.00000
GO:0032231	regulation of actin filament bundle asse...	95	5	6.33	1.00000
GO:0120032	regulation of plasma membrane bounded ce...	179	8	11.93	1.00000
GO:0032232	negative regulation of actin filament bu...	33	3	2.2	1.00000
GO:0120033	negative regulation of plasma membrane b...	37	1	2.47	1.00000
GO:0032233	positive regulation of actin filament bu...	54	2	3.6	1.00000
GO:0120035	regulation of plasma membrane bounded ce...	526	44	35.06	1.00000
GO:0010955	negative regulation of protein processin...	17	1	1.13	1.00000
GO:0120036	plasma membrane bounded cell projection ...	1266	110	84.39	1.00000
GO:0120039	plasma membrane bounded cell projection ...	521	63	34.73	1.00000
GO:0032239	regulation of nucleobase-containing comp...	19	1	1.27	1.00000
GO:0010959	regulation of metal ion transport	230	31	15.33	1.00000
GO:0010970	transport along microtubule	169	8	11.27	1.00000
GO:0140029	exocytic process	72	3	4.8	1.00000
GO:0010972	negative regulation of G2/M transition o...	68	4	4.53	1.00000
GO:0140013	meiotic nuclear division	139	11	9.27	1.00000
GO:0140014	mitotic nuclear division	254	5	16.93	1.00000
GO:0032200	telomere organization	165	3	11	1.00000
GO:0032204	regulation of telomere maintenance	108	1	7.2	1.00000
GO:1903115	regulation of actin filament-based movem...	30	4	2	1.00000
GO:0010927	cellular component assembly involved in ...	94	5	6.27	1.00000
GO:0072163	mesonephric epithelium development	72	11	4.8	1.00000
GO:0072164	mesonephric tubule development	72	11	4.8	1.00000
