GO.ID	Term	Annotated	Significant	Expected	weight01
GO:0007155	cell adhesion	1079	139	73.41	1.5e-06
GO:0001525	angiogenesis	432	64	29.39	9.2e-06
GO:0030335	positive regulation of cell migration	447	59	30.41	1.1e-05
GO:0001937	negative regulation of endothelial cell ...	31	10	2.11	2.4e-05
GO:0044320	cellular response to leptin stimulus	14	7	0.95	1.0e-04
GO:2001046	positive regulation of integrin-mediated...	13	6	0.88	0.00011
GO:0035914	skeletal muscle cell differentiation	59	14	4.01	0.00011
GO:0071456	cellular response to hypoxia	125	22	8.5	0.00020
GO:0007160	cell-matrix adhesion	198	32	13.47	0.00023
GO:0014823	response to activity	66	12	4.49	0.00026
GO:0006534	cysteine metabolic process	10	5	0.68	0.00027
GO:0008544	epidermis development	226	31	15.38	0.00028
GO:0006072	glycerol-3-phosphate metabolic process	6	4	0.41	0.00029
GO:0046476	glycosylceramide biosynthetic process	6	4	0.41	0.00029
GO:0019432	triglyceride biosynthetic process	31	7	2.11	0.00029
GO:0036018	cellular response to erythropoietin	10	4	0.68	0.00031
GO:0009410	response to xenobiotic stimulus	289	34	19.66	0.00035
GO:0098609	cell-cell adhesion	669	71	45.52	0.00044
GO:0032924	activin receptor signaling pathway	38	8	2.59	0.00047
GO:0016322	neuron remodeling	11	5	0.75	0.00047
GO:0001886	endothelial cell morphogenesis	11	5	0.75	0.00047
GO:0043627	response to estrogen	44	10	2.99	0.00052
GO:0008217	regulation of blood pressure	117	21	7.96	0.00056
GO:0001666	response to hypoxia	249	41	16.94	0.00057
GO:0035633	maintenance of blood-brain barrier	30	8	2.04	0.00061
GO:0034765	regulation of monoatomic ion transmembra...	195	21	13.27	0.00062
GO:0010273	detoxification of copper ion	7	4	0.48	0.00063
GO:0009725	response to hormone	677	90	46.06	0.00068
GO:0045926	negative regulation of growth	175	21	11.91	0.00074
GO:2000303	regulation of ceramide biosynthetic proc...	12	5	0.82	0.00076
GO:0001502	cartilage condensation	12	5	0.82	0.00076
GO:2000134	negative regulation of G1/S transition o...	55	10	3.74	0.00081
GO:0045666	positive regulation of neuron differenti...	62	12	4.22	0.00083
GO:0007411	axon guidance	171	25	11.63	0.00086
GO:0007186	G protein-coupled receptor signaling pat...	463	50	31.5	0.00091
GO:0008285	negative regulation of cell population p...	519	60	35.31	0.00094
GO:0032355	response to estradiol	83	14	5.65	0.00101
GO:0010460	positive regulation of heart rate	13	5	0.88	0.00117
GO:0033344	cholesterol efflux	45	7	3.06	0.00117
GO:0009065	glutamine family amino acid catabolic pr...	14	6	0.95	0.00118
GO:0035330	regulation of hippo signaling	44	6	2.99	0.00119
GO:0010882	regulation of cardiac muscle contraction...	24	4	1.63	0.00119
GO:0110011	regulation of basement membrane organiza...	8	4	0.54	0.00119
GO:0000098	sulfur amino acid catabolic process	8	4	0.54	0.00119
GO:0032332	positive regulation of chondrocyte diffe...	19	6	1.29	0.00123
GO:0048812	neuron projection morphogenesis	506	51	34.43	0.00127
GO:0042572	retinol metabolic process	33	8	2.25	0.00134
GO:0016055	Wnt signaling pathway	392	42	26.67	0.00148
GO:0019722	calcium-mediated signaling	144	27	9.8	0.00155
GO:0045669	positive regulation of osteoblast differ...	58	11	3.95	0.00161
GO:0061154	endothelial tube morphogenesis	14	5	0.95	0.00172
GO:0016477	cell migration	1169	144	79.53	0.00172
GO:0010888	negative regulation of lipid storage	18	5	1.22	0.00203
GO:0032836	glomerular basement membrane development	9	4	0.61	0.00203
GO:0009155	purine deoxyribonucleotide catabolic pro...	9	4	0.61	0.00203
GO:1990859	cellular response to endothelin	9	4	0.61	0.00203
GO:0098911	regulation of ventricular cardiac muscle...	9	4	0.61	0.00203
GO:0006936	muscle contraction	240	42	16.33	0.00208
GO:0006882	intracellular zinc ion homeostasis	21	6	1.43	0.00218
GO:0007015	actin filament organization	379	53	25.79	0.00221
GO:0001938	positive regulation of endothelial cell ...	75	12	5.1	0.00245
GO:0071692	protein localization to extracellular re...	274	27	18.64	0.00277
GO:0045766	positive regulation of angiogenesis	128	17	8.71	0.00279
GO:0061333	renal tubule morphogenesis	57	9	3.88	0.00280
GO:0045185	maintenance of protein location	58	8	3.95	0.00281
GO:1903670	regulation of sprouting angiogenesis	36	6	2.45	0.00282
GO:0043501	skeletal muscle adaptation	11	4	0.75	0.00282
GO:0060391	positive regulation of SMAD protein sign...	37	8	2.52	0.00292
GO:0006112	energy reserve metabolic process	83	15	5.65	0.00312
GO:0035567	non-canonical Wnt signaling pathway	60	9	4.08	0.00318
GO:0071498	cellular response to fluid shear stress	31	6	2.11	0.00320
GO:0038063	collagen-activated tyrosine kinase recep...	10	4	0.68	0.00321
GO:2000035	regulation of stem cell division	10	4	0.68	0.00321
GO:0031987	locomotion involved in locomotory behavi...	10	4	0.68	0.00321
GO:0061469	regulation of type B pancreatic cell pro...	10	4	0.68	0.00321
GO:0045603	positive regulation of endothelial cell ...	10	4	0.68	0.00321
GO:0035360	positive regulation of peroxisome prolif...	10	4	0.68	0.00321
GO:0071280	cellular response to copper ion	16	5	1.09	0.00334
GO:0019433	triglyceride catabolic process	16	5	1.09	0.00334
GO:0030511	positive regulation of transforming grow...	30	7	2.04	0.00336
GO:0043491	phosphatidylinositol 3-kinase/protein ki...	261	27	17.76	0.00338
GO:0043410	positive regulation of MAPK cascade	326	37	22.18	0.00340
GO:0046627	negative regulation of insulin receptor ...	38	8	2.59	0.00348
GO:0010628	positive regulation of gene expression	896	77	60.96	0.00426
GO:0071385	cellular response to glucocorticoid stim...	43	11	2.93	0.00438
GO:0030041	actin filament polymerization	131	17	8.91	0.00444
GO:0090287	regulation of cellular response to growt...	263	33	17.89	0.00448
GO:0002931	response to ischemia	48	9	3.27	0.00453
GO:0035929	steroid hormone secretion	18	5	1.22	0.00460
GO:0010573	vascular endothelial growth factor produ...	27	5	1.84	0.00461
GO:0010226	response to lithium ion	11	3	0.75	0.00462
GO:0017145	stem cell division	30	9	2.04	0.00469
GO:0046325	negative regulation of D-glucose import	11	4	0.75	0.00477
GO:0098974	postsynaptic actin cytoskeleton organiza...	11	4	0.75	0.00477
GO:0034332	adherens junction organization	46	9	3.13	0.00490
GO:0043066	negative regulation of apoptotic process	670	67	45.58	0.00513
GO:0006955	immune response	1178	81	80.15	0.00529
GO:0042634	regulation of hair cycle	19	4	1.29	0.00537
GO:0072592	oxygen metabolic process	6	3	0.41	0.00537
GO:0035912	dorsal aorta morphogenesis	6	3	0.41	0.00537
GO:0046884	follicle-stimulating hormone secretion	6	3	0.41	0.00537
GO:1901724	positive regulation of cell proliferatio...	6	3	0.41	0.00537
GO:0014722	regulation of skeletal muscle contractio...	6	3	0.41	0.00537
GO:0014889	muscle atrophy	6	3	0.41	0.00537
GO:0090155	negative regulation of sphingolipid bios...	6	3	0.41	0.00537
GO:0010746	regulation of long-chain fatty acid impo...	6	3	0.41	0.00537
GO:2000833	positive regulation of steroid hormone s...	6	3	0.41	0.00537
GO:2000279	negative regulation of DNA biosynthetic ...	27	4	1.84	0.00538
GO:0035987	endodermal cell differentiation	41	8	2.79	0.00568
GO:0021762	substantia nigra development	41	8	2.79	0.00568
GO:0097009	energy homeostasis	62	9	4.22	0.00570
GO:0043149	stress fiber assembly	102	15	6.94	0.00573
GO:0050767	regulation of neurogenesis	277	25	18.85	0.00578
GO:0038166	angiotensin-activated signaling pathway	18	5	1.22	0.00586
GO:0014842	regulation of skeletal muscle satellite ...	12	4	0.82	0.00677
GO:0030502	negative regulation of bone mineralizati...	12	4	0.82	0.00677
GO:0071549	cellular response to dexamethasone stimu...	26	6	1.77	0.00691
GO:0045471	response to ethanol	79	13	5.37	0.00720
GO:0007229	integrin-mediated signaling pathway	94	18	6.4	0.00774
GO:0007519	skeletal muscle tissue development	135	26	9.18	0.00811
GO:0045214	sarcomere organization	35	7	2.38	0.00826
GO:0030501	positive regulation of bone mineralizati...	35	7	2.38	0.00826
GO:0001819	positive regulation of cytokine producti...	346	29	23.54	0.00832
GO:0003180	aortic valve morphogenesis	27	6	1.84	0.00839
GO:0007565	female pregnancy	145	21	9.87	0.00847
GO:0046337	phosphatidylethanolamine metabolic proce...	24	6	1.63	0.00887
GO:0072540	T-helper 17 cell lineage commitment	16	4	1.09	0.00891
GO:0032276	regulation of gonadotropin secretion	7	3	0.48	0.00893
GO:0006182	cGMP biosynthetic process	7	3	0.48	0.00893
GO:0060836	lymphatic endothelial cell differentiati...	7	3	0.48	0.00893
GO:0010466	negative regulation of peptidase activit...	7	3	0.48	0.00893
GO:0001878	response to yeast	7	3	0.48	0.00893
GO:0035329	hippo signaling	57	10	3.88	0.00915
GO:1904019	epithelial cell apoptotic process	65	9	4.42	0.00921
GO:0034446	substrate adhesion-dependent cell spread...	92	18	6.26	0.00924
GO:0051149	positive regulation of muscle cell diffe...	52	7	3.54	0.00925
GO:0070633	transepithelial transport	27	5	1.84	0.00926
GO:0071294	cellular response to zinc ion	13	4	0.88	0.00926
GO:0010744	positive regulation of macrophage derive...	13	4	0.88	0.00926
GO:0070885	negative regulation of calcineurin-NFAT ...	13	4	0.88	0.00926
GO:0045906	negative regulation of vasoconstriction	13	4	0.88	0.00926
GO:0006536	glutamate metabolic process	26	7	1.77	0.00939
GO:0030324	lung development	165	16	11.23	0.01076
GO:0090407	organophosphate biosynthetic process	548	52	37.28	0.01108
GO:0007165	signal transduction	4118	368	280.17	0.01115
GO:1900026	positive regulation of substrate adhesio...	37	7	2.52	0.01124
GO:0045668	negative regulation of osteoblast differ...	46	8	3.13	0.01151
GO:0035924	cellular response to vascular endothelia...	67	11	4.56	0.01157
GO:0008104	intracellular protein localization	2119	136	144.17	0.01169
GO:0048745	smooth muscle tissue development	21	5	1.43	0.01174
GO:0061436	establishment of skin barrier	21	5	1.43	0.01174
GO:0097746	blood vessel diameter maintenance	104	17	7.08	0.01194
GO:0045055	regulated exocytosis	155	15	10.55	0.01221
GO:0042755	eating behavior	14	4	0.95	0.01228
GO:0016024	CDP-diacylglycerol biosynthetic process	14	4	0.95	0.01228
GO:0170044	non-proteinogenic amino acid catabolic p...	14	4	0.95	0.01228
GO:0030334	regulation of cell migration	758	101	51.57	0.01235
GO:0010595	positive regulation of endothelial cell ...	95	14	6.46	0.01274
GO:0030336	negative regulation of cell migration	239	33	16.26	0.01279
GO:1903115	regulation of actin filament-based movem...	30	8	2.04	0.01312
GO:0046320	regulation of fatty acid oxidation	31	8	2.11	0.01312
GO:0090130	tissue migration	87	11	5.92	0.01314
GO:0042632	cholesterol homeostasis	66	10	4.49	0.01318
GO:2001026	regulation of endothelial cell chemotaxi...	15	4	1.02	0.01321
GO:0090208	positive regulation of triglyceride meta...	14	3	0.95	0.01324
GO:0032233	positive regulation of actin filament bu...	54	10	3.67	0.01339
GO:0045047	protein targeting to ER	37	5	2.52	0.01356
GO:1903243	negative regulation of cardiac muscle hy...	8	3	0.54	0.01357
GO:0009071	serine family amino acid catabolic proce...	8	3	0.54	0.01357
GO:0035581	sequestering of extracellular ligand fro...	8	3	0.54	0.01357
GO:0042373	vitamin K metabolic process	8	3	0.54	0.01357
GO:0035970	peptidyl-threonine dephosphorylation	8	3	0.54	0.01357
GO:0060670	branching involved in labyrinthine layer...	8	3	0.54	0.01357
GO:0032000	positive regulation of fatty acid beta-o...	8	3	0.54	0.01357
GO:0061299	retina vasculature morphogenesis in came...	8	3	0.54	0.01357
GO:1903044	protein localization to membrane raft	8	3	0.54	0.01357
GO:0021516	dorsal spinal cord development	8	3	0.54	0.01357
GO:0001542	ovulation from ovarian follicle	8	3	0.54	0.01357
GO:0008216	spermidine metabolic process	8	3	0.54	0.01357
GO:0051384	response to glucocorticoid	92	17	6.26	0.01363
GO:0072091	regulation of stem cell proliferation	58	5	3.95	0.01363
GO:0071560	cellular response to transforming growth...	227	33	15.44	0.01375
GO:0051893	regulation of focal adhesion assembly	64	11	4.35	0.01414
GO:0086091	regulation of heart rate by cardiac cond...	30	6	2.04	0.01414
GO:0046326	positive regulation of D-glucose import	30	6	2.04	0.01414
GO:0006654	phosphatidic acid biosynthetic process	30	6	2.04	0.01414
GO:1900745	positive regulation of p38MAPK cascade	22	5	1.5	0.01436
GO:0007584	response to nutrient	126	17	8.57	0.01456
GO:0045216	cell-cell junction organization	154	25	10.48	0.01513
GO:0006874	intracellular calcium ion homeostasis	199	28	13.54	0.01558
GO:1990830	cellular response to leukemia inhibitory...	88	12	5.99	0.01571
GO:0071276	cellular response to cadmium ion	15	4	1.02	0.01586
GO:0090136	epithelial cell-cell adhesion	15	4	1.02	0.01586
GO:0008203	cholesterol metabolic process	120	15	8.16	0.01680
GO:0007179	transforming growth factor beta receptor...	187	25	12.72	0.01837
GO:0001570	vasculogenesis	61	11	4.15	0.01839
GO:0034198	cellular response to amino acid starvati...	63	9	4.29	0.01865
GO:0008284	positive regulation of cell population p...	642	72	43.68	0.01898
GO:0007566	embryo implantation	53	8	3.61	0.01918
GO:0008652	amino acid biosynthetic process	60	8	4.08	0.01924
GO:0006706	steroid catabolic process	16	5	1.09	0.01924
GO:0048008	platelet-derived growth factor receptor ...	56	7	3.81	0.01930
GO:0060347	heart trabecula formation	9	3	0.61	0.01933
GO:0099519	dense core granule cytoskeletal transpor...	9	3	0.61	0.01933
GO:0035810	positive regulation of urine volume	9	3	0.61	0.01933
GO:0052548	regulation of endopeptidase activity	9	3	0.61	0.01933
GO:0006868	glutamine transport	9	3	0.61	0.01933
GO:0019065	receptor-mediated endocytosis of virus b...	9	3	0.61	0.01933
GO:0030299	intestinal cholesterol absorption	9	3	0.61	0.01933
GO:0033210	leptin-mediated signaling pathway	9	3	0.61	0.01933
GO:0001865	NK T cell differentiation	9	3	0.61	0.01933
GO:2000177	regulation of neural precursor cell prol...	66	6	4.49	0.01939
GO:0055001	muscle cell development	151	21	10.27	0.01941
GO:0070542	response to fatty acid	44	9	2.99	0.01979
GO:0042573	retinoic acid metabolic process	16	4	1.09	0.02003
GO:0007628	adult walking behavior	24	5	1.63	0.02071
GO:0010718	positive regulation of epithelial to mes...	51	9	3.47	0.02179
GO:0008286	insulin receptor signaling pathway	111	18	7.55	0.02236
GO:0042127	regulation of cell population proliferat...	1177	135	80.08	0.02345
GO:0022008	neurogenesis	1350	130	91.85	0.02364
GO:0006641	triglyceride metabolic process	71	17	4.83	0.02392
GO:0071711	basement membrane organization	37	10	2.52	0.02401
GO:0046887	positive regulation of hormone secretion	94	15	6.4	0.02426
GO:0071526	semaphorin-plexin signaling pathway	43	7	2.93	0.02474
GO:0060324	face development	44	6	2.99	0.02480
GO:2000810	regulation of bicellular tight junction ...	17	4	1.16	0.02482
GO:2000811	negative regulation of anoikis	17	4	1.16	0.02482
GO:0034440	lipid oxidation	97	15	6.6	0.02491
GO:0001706	endoderm formation	45	10	3.06	0.02500
GO:0031644	regulation of nervous system process	77	12	5.24	0.02501
GO:0001945	lymph vessel development	25	7	1.7	0.02509
GO:0006029	proteoglycan metabolic process	87	11	5.92	0.02510
GO:1901991	negative regulation of mitotic cell cycl...	166	15	11.29	0.02518
GO:0034656	nucleobase-containing small molecule cat...	15	4	1.02	0.02522
GO:1901298	regulation of hydrogen peroxide-mediated...	12	3	0.82	0.02527
GO:0048846	axon extension involved in axon guidance	18	3	1.22	0.02529
GO:0071870	cellular response to catecholamine stimu...	44	4	2.99	0.02534
GO:0007044	cell-substrate junction assembly	93	16	6.33	0.02564
GO:0090090	negative regulation of canonical Wnt sig...	116	14	7.89	0.02568
GO:0045600	positive regulation of fat cell differen...	53	8	3.61	0.02579
GO:0008356	asymmetric cell division	16	5	1.09	0.02611
GO:0030865	cortical cytoskeleton organization	50	6	3.4	0.02622
GO:1902808	positive regulation of cell cycle G1/S p...	51	6	3.47	0.02622
GO:1902043	positive regulation of extrinsic apoptot...	10	3	0.68	0.02624
GO:0086069	bundle of His cell to Purkinje myocyte c...	10	3	0.68	0.02624
GO:1903978	regulation of microglial cell activation	10	3	0.68	0.02624
GO:1901731	positive regulation of platelet aggregat...	10	3	0.68	0.02624
GO:1904179	positive regulation of adipose tissue de...	10	3	0.68	0.02624
GO:0141212	phospholipase C/protein kinase C signal ...	10	3	0.68	0.02624
GO:0001553	luteinization	10	3	0.68	0.02624
GO:0001547	antral ovarian follicle growth	10	3	0.68	0.02624
GO:0033690	positive regulation of osteoblast prolif...	10	3	0.68	0.02624
GO:0060080	inhibitory postsynaptic potential	10	3	0.68	0.02624
GO:0033689	negative regulation of osteoblast prolif...	10	3	0.68	0.02624
GO:0051209	release of sequestered calcium ion into ...	82	12	5.58	0.02825
GO:0045860	positive regulation of protein kinase ac...	100	12	6.8	0.02841
GO:0032735	positive regulation of interleukin-12 pr...	26	5	1.77	0.02866
GO:0022408	negative regulation of cell-cell adhesio...	140	17	9.52	0.02969
GO:0022604	regulation of cell morphogenesis	207	21	14.08	0.02975
GO:0003016	respiratory system process	38	6	2.59	0.03016
GO:0008209	androgen metabolic process	18	4	1.22	0.03024
GO:1902895	positive regulation of miRNA transcripti...	45	7	3.06	0.03101
GO:0006006	glucose metabolic process	165	21	11.23	0.03185
GO:0006790	sulfur compound metabolic process	220	27	14.97	0.03195
GO:0061448	connective tissue development	242	35	16.46	0.03257
GO:0007259	cell surface receptor signaling pathway ...	91	11	6.19	0.03303
GO:2001240	negative regulation of extrinsic apoptot...	27	5	1.84	0.03327
GO:0016525	negative regulation of angiogenesis	78	11	5.31	0.03359
GO:0051493	regulation of cytoskeleton organization	463	40	31.5	0.03361
GO:0060986	endocrine hormone secretion	39	11	2.65	0.03365
GO:0034109	homotypic cell-cell adhesion	74	12	5.03	0.03380
GO:0044342	type B pancreatic cell proliferation	21	7	1.43	0.03395
GO:0043931	ossification involved in bone maturation	18	5	1.22	0.03413
GO:0050910	detection of mechanical stimulus involve...	11	3	0.75	0.03429
GO:0032966	negative regulation of collagen biosynth...	11	3	0.75	0.03429
GO:0042447	hormone catabolic process	11	3	0.75	0.03429
GO:0009143	nucleoside triphosphate catabolic proces...	11	3	0.75	0.03429
GO:0030836	positive regulation of actin filament de...	11	3	0.75	0.03429
GO:0019321	pentose metabolic process	11	3	0.75	0.03429
GO:0051897	positive regulation of phosphatidylinosi...	155	17	10.55	0.03449
GO:0051496	positive regulation of stress fiber asse...	46	7	3.13	0.03451
GO:0045599	negative regulation of fat cell differen...	46	7	3.13	0.03451
GO:0051895	negative regulation of focal adhesion as...	19	4	1.29	0.03630
GO:0045109	intermediate filament organization	19	4	1.29	0.03630
GO:2000353	positive regulation of endothelial cell ...	19	4	1.29	0.03630
GO:0030220	platelet formation	19	4	1.29	0.03630
GO:0071320	cellular response to cAMP	37	6	2.52	0.03708
GO:0001890	placenta development	116	15	7.89	0.03764
GO:0032870	cellular response to hormone stimulus	514	69	34.97	0.03797
GO:0048009	insulin-like growth factor receptor sign...	43	7	2.93	0.03815
GO:0022617	extracellular matrix disassembly	46	7	3.13	0.03818
GO:0051289	protein homotetramerization	47	7	3.2	0.03827
GO:0071398	cellular response to fatty acid	28	5	1.9	0.03831
GO:0061744	motor behavior	28	5	1.9	0.03831
GO:0033574	response to testosterone	28	5	1.9	0.03831
GO:1901137	carbohydrate derivative biosynthetic pro...	510	45	34.7	0.03947
GO:0071773	cellular response to BMP stimulus	126	16	8.57	0.03976
GO:1900024	regulation of substrate adhesion-depende...	56	11	3.81	0.03978
GO:0014902	myotube differentiation	92	13	6.26	0.03982
GO:0030097	hemopoiesis	728	61	49.53	0.03986
GO:0072577	endothelial cell apoptotic process	46	8	3.13	0.03999
GO:0120193	tight junction organization	53	8	3.61	0.04003
GO:0046321	positive regulation of fatty acid oxidat...	13	5	0.88	0.04005
GO:0030728	ovulation	13	5	0.88	0.04005
GO:1990266	neutrophil migration	65	7	4.42	0.04019
GO:0010878	cholesterol storage	21	4	1.43	0.04019
GO:0002724	regulation of T cell cytokine production	24	4	1.63	0.04021
GO:0001990	regulation of systemic arterial blood pr...	25	4	1.7	0.04022
GO:1900015	regulation of cytokine production involv...	57	6	3.88	0.04023
GO:0032328	alanine transport	13	3	0.88	0.04023
GO:0010880	regulation of release of sequestered cal...	25	3	1.7	0.04030
GO:0007162	negative regulation of cell adhesion	223	33	15.17	0.04101
GO:0051129	negative regulation of cellular componen...	620	53	42.18	0.04164
GO:0170040	proteinogenic amino acid catabolic proce...	57	14	3.88	0.04182
GO:0030148	sphingolipid biosynthetic process	93	14	6.33	0.04220
GO:0010812	negative regulation of cell-substrate ad...	55	12	3.74	0.04268
GO:0097190	apoptotic signaling pathway	521	44	35.45	0.04271
GO:0042476	odontogenesis	86	10	5.85	0.04277
GO:0002063	chondrocyte development	31	6	2.11	0.04281
GO:0006633	fatty acid biosynthetic process	122	16	8.3	0.04291
GO:0010811	positive regulation of cell-substrate ad...	109	15	7.42	0.04294
GO:0042060	wound healing	322	40	21.91	0.04296
GO:0043114	regulation of vascular permeability	37	8	2.52	0.04304
GO:0048278	vesicle docking	56	5	3.81	0.04324
GO:0150104	transport across blood-brain barrier	69	9	4.69	0.04335
GO:2000772	regulation of cellular senescence	41	5	2.79	0.04347
GO:0048520	positive regulation of behavior	12	3	0.82	0.04347
GO:0009070	serine family amino acid biosynthetic pr...	12	3	0.82	0.04347
GO:0003222	ventricular trabecula myocardium morphog...	12	3	0.82	0.04347
GO:0007603	phototransduction, visible light	12	3	0.82	0.04347
GO:0060576	intestinal epithelial cell development	12	3	0.82	0.04347
GO:0033280	response to vitamin D	32	4	2.18	0.04352
GO:0032507	maintenance of protein location in cell	53	5	3.61	0.04357
GO:0017157	regulation of exocytosis	135	10	9.18	0.04365
GO:0032147	activation of protein kinase activity	35	6	2.38	0.04369
GO:0001556	oocyte maturation	29	5	1.97	0.04380
GO:0035725	sodium ion transmembrane transport	102	14	6.94	0.04450
GO:0120162	positive regulation of cold-induced ther...	70	9	4.76	0.04688
GO:0043409	negative regulation of MAPK cascade	131	16	8.91	0.04885
GO:0170035	L-amino acid catabolic process	58	14	3.95	0.04900
GO:0070373	negative regulation of ERK1 and ERK2 cas...	60	8	4.08	0.04931
GO:0070301	cellular response to hydrogen peroxide	60	8	4.08	0.04931
GO:0045648	positive regulation of erythrocyte diffe...	30	5	2.04	0.04973
GO:0035988	chondrocyte proliferation	21	4	1.43	0.05037
GO:0046716	muscle cell cellular homeostasis	21	4	1.43	0.05037
GO:0030514	negative regulation of BMP signaling pat...	50	7	3.4	0.05109
GO:0050830	defense response to Gram-positive bacter...	50	7	3.4	0.05109
GO:0044281	small molecule metabolic process	1389	144	94.5	0.05116
GO:0006468	protein phosphorylation	570	46	38.78	0.05258
GO:0022409	positive regulation of cell-cell adhesio...	225	24	15.31	0.05267
GO:0051279	regulation of release of sequestered cal...	53	7	3.61	0.05353
GO:0048011	neurotrophin TRK receptor signaling path...	21	4	1.43	0.05366
GO:0006071	glycerol metabolic process	13	3	0.88	0.05373
GO:0043116	negative regulation of vascular permeabi...	13	3	0.88	0.05373
GO:0051775	response to redox state	13	3	0.88	0.05373
GO:0030214	hyaluronan catabolic process	13	3	0.88	0.05373
GO:0050884	neuromuscular process controlling postur...	13	3	0.88	0.05373
GO:0048266	behavioral response to pain	13	3	0.88	0.05373
GO:0050667	homocysteine metabolic process	13	3	0.88	0.05373
GO:0046638	positive regulation of alpha-beta T cell...	35	4	2.38	0.05381
GO:0048729	tissue morphogenesis	463	62	31.5	0.05403
GO:0015850	organic hydroxy compound transport	182	23	12.38	0.05429
GO:0030168	platelet activation	98	15	6.67	0.05483
GO:0030198	extracellular matrix organization	254	43	17.28	0.05489
GO:0033993	response to lipid	659	68	44.84	0.05491
GO:0098869	cellular oxidant detoxification	66	8	4.49	0.05591
GO:0001508	action potential	109	20	7.42	0.05627
GO:0010594	regulation of endothelial cell migration	145	23	9.87	0.05628
GO:0062013	positive regulation of small molecule me...	124	20	8.44	0.05648
GO:0030856	regulation of epithelial cell differenti...	104	18	7.08	0.05656
GO:0046034	ATP metabolic process	209	15	14.22	0.05661
GO:0006665	sphingolipid metabolic process	134	17	9.12	0.05693
GO:0071322	cellular response to carbohydrate stimul...	117	15	7.96	0.05704
GO:0002696	positive regulation of leukocyte activat...	248	23	16.87	0.05715
GO:0060004	reflex	13	4	0.88	0.05753
GO:0071371	cellular response to gonadotropin stimul...	14	4	0.95	0.05754
GO:0006206	pyrimidine nucleobase metabolic process	14	4	0.95	0.05754
GO:0018345	protein palmitoylation	20	4	1.36	0.05759
GO:0042159	lipoprotein catabolic process	12	3	0.82	0.05765
GO:0048485	sympathetic nervous system development	12	3	0.82	0.05765
GO:0061037	negative regulation of cartilage develop...	27	4	1.84	0.05765
GO:0030202	heparin proteoglycan metabolic process	14	3	0.95	0.05767
GO:0033209	tumor necrosis factor-mediated signaling...	100	8	6.8	0.05770
GO:1905562	regulation of vascular endothelial cell ...	20	3	1.36	0.05772
GO:0072124	regulation of glomerular mesangial cell ...	6	2	0.41	0.05772
GO:1904672	regulation of somatic stem cell populati...	6	2	0.41	0.05772
GO:0046053	dAMP metabolic process	6	2	0.41	0.05772
GO:0035754	B cell chemotaxis	6	2	0.41	0.05772
GO:0099527	postsynapse to nucleus signaling pathway	6	2	0.41	0.05772
GO:0060433	bronchus development	6	2	0.41	0.05772
GO:0035813	regulation of renal sodium excretion	6	2	0.41	0.05772
GO:1903575	cornified envelope assembly	6	2	0.41	0.05772
GO:0000255	allantoin metabolic process	6	2	0.41	0.05772
GO:0003431	growth plate cartilage chondrocyte devel...	6	2	0.41	0.05772
GO:0035524	proline transmembrane transport	6	2	0.41	0.05772
GO:2001223	negative regulation of neuron migration	6	2	0.41	0.05772
GO:0051792	medium-chain fatty acid biosynthetic pro...	6	2	0.41	0.05772
GO:0003223	ventricular compact myocardium morphogen...	6	2	0.41	0.05772
GO:0046130	purine ribonucleoside catabolic process	6	2	0.41	0.05772
GO:0006113	fermentation	6	2	0.41	0.05772
GO:0038163	thrombopoietin-mediated signaling pathwa...	6	2	0.41	0.05772
GO:0071896	protein localization to adherens junctio...	6	2	0.41	0.05772
GO:0038154	interleukin-11-mediated signaling pathwa...	6	2	0.41	0.05772
GO:1905203	regulation of connective tissue replacem...	6	2	0.41	0.05772
GO:0009448	gamma-aminobutyric acid metabolic proces...	6	2	0.41	0.05772
GO:1903944	negative regulation of hepatocyte apopto...	6	2	0.41	0.05772
GO:1902563	regulation of neutrophil activation	6	2	0.41	0.05772
GO:0090027	negative regulation of monocyte chemotax...	6	2	0.41	0.05772
GO:0035932	aldosterone secretion	6	2	0.41	0.05772
GO:0009172	purine deoxyribonucleoside monophosphate...	6	2	0.41	0.05772
GO:0060676	ureteric bud formation	6	2	0.41	0.05772
GO:1905869	negative regulation of 3'-UTR-mediated m...	6	2	0.41	0.05772
GO:0006741	NADP+ biosynthetic process	6	2	0.41	0.05772
GO:0042148	DNA strand invasion	6	2	0.41	0.05772
GO:0006573	valine metabolic process	6	2	0.41	0.05772
GO:0042723	thiamine-containing compound metabolic p...	6	2	0.41	0.05772
GO:0006538	L-glutamate catabolic process	6	2	0.41	0.05772
GO:0036016	cellular response to interleukin-3	6	2	0.41	0.05772
GO:0006678	glucosylceramide metabolic process	6	2	0.41	0.05772
GO:0014866	skeletal myofibril assembly	6	2	0.41	0.05772
GO:0014854	response to inactivity	6	2	0.41	0.05772
GO:0097154	GABAergic neuron differentiation	6	2	0.41	0.05772
GO:2000489	regulation of hepatic stellate cell acti...	6	2	0.41	0.05772
GO:0010752	regulation of cGMP-mediated signaling	6	2	0.41	0.05772
GO:0010749	regulation of nitric oxide mediated sign...	6	2	0.41	0.05772
GO:0045578	negative regulation of B cell differenti...	6	2	0.41	0.05772
GO:0033240	positive regulation of amine metabolic p...	6	2	0.41	0.05772
GO:0098976	excitatory chemical synaptic transmissio...	6	2	0.41	0.05772
GO:0098909	regulation of cardiac muscle cell action...	6	2	0.41	0.05772
