GO.ID	Term	Annotated	Significant	Expected	weight01
GO:0050882	voluntary musculoskeletal movement	6	2	0.41	0.05772
GO:0055059	asymmetric neuroblast division	6	2	0.41	0.05772
GO:0019405	alditol catabolic process	6	2	0.41	0.05772
GO:0021637	trigeminal nerve structural organization	6	2	0.41	0.05772
GO:0072347	response to anesthetic	6	2	0.41	0.05772
GO:0061535	glutamate secretion, neurotransmission	6	2	0.41	0.05772
GO:0060075	regulation of resting membrane potential	6	2	0.41	0.05772
GO:0044346	fibroblast apoptotic process	23	3	1.56	0.05774
GO:0071229	cellular response to acid chemical	82	7	5.58	0.05774
GO:0090559	regulation of membrane permeability	60	5	4.08	0.05781
GO:0006801	superoxide metabolic process	49	4	3.33	0.05784
GO:0044344	cellular response to fibroblast growth f...	84	10	5.71	0.05799
GO:0032743	positive regulation of interleukin-2 pro...	22	4	1.5	0.05837
GO:0035994	response to muscle stretch	22	4	1.5	0.05837
GO:0050650	chondroitin sulfate proteoglycan biosynt...	22	4	1.5	0.05837
GO:0034599	cellular response to oxidative stress	226	26	15.38	0.05966
GO:0000165	MAPK cascade	576	67	39.19	0.06129
GO:0030512	negative regulation of transforming grow...	85	10	5.78	0.06222
GO:0071277	cellular response to calcium ion	63	8	4.29	0.06262
GO:0062197	cellular response to chemical stress	288	34	19.59	0.06268
GO:1904707	positive regulation of vascular associat...	32	5	2.18	0.06294
GO:0043536	positive regulation of blood vessel endo...	54	6	3.67	0.06307
GO:0001678	intracellular glucose homeostasis	120	14	8.16	0.06432
GO:0046488	phosphatidylinositol metabolic process	127	13	8.64	0.06460
GO:0072132	mesenchyme morphogenesis	44	7	2.99	0.06467
GO:0015909	long-chain fatty acid transport	44	7	2.99	0.06467
GO:0008045	motor neuron axon guidance	21	5	1.43	0.06475
GO:0099558	maintenance of synapse structure	24	4	1.63	0.06498
GO:0043011	myeloid dendritic cell differentiation	14	3	0.95	0.06504
GO:0060397	growth hormone receptor signaling pathwa...	14	3	0.95	0.06504
GO:0009068	aspartate family amino acid catabolic pr...	14	3	0.95	0.06504
GO:0071732	cellular response to nitric oxide	14	3	0.95	0.06504
GO:0051580	regulation of neurotransmitter uptake	14	3	0.95	0.06504
GO:0006750	glutathione biosynthetic process	14	3	0.95	0.06504
GO:0046655	folic acid metabolic process	14	3	0.95	0.06504
GO:0045618	positive regulation of keratinocyte diff...	14	3	0.95	0.06504
GO:0055003	cardiac myofibril assembly	14	3	0.95	0.06504
GO:0045907	positive regulation of vasoconstriction	14	3	0.95	0.06504
GO:0003013	circulatory system process	435	62	29.6	0.06540
GO:0050658	RNA transport	146	8	9.93	0.06579
GO:1990573	potassium ion import across plasma membr...	23	4	1.56	0.06701
GO:0035024	negative regulation of Rho protein signa...	23	4	1.56	0.06701
GO:0090087	regulation of peptide transport	138	18	9.39	0.06741
GO:1903844	regulation of cellular response to trans...	128	17	8.71	0.06743
GO:0086001	cardiac muscle cell action potential	64	12	4.35	0.06749
GO:0051283	negative regulation of sequestering of c...	83	13	5.65	0.06751
GO:0044042	glucan metabolic process	74	12	5.03	0.06754
GO:1901343	negative regulation of vasculature devel...	79	12	5.37	0.06757
GO:0043502	regulation of muscle adaptation	65	10	4.42	0.06766
GO:0051174	regulation of phosphorus metabolic proce...	479	38	32.59	0.06766
GO:0051249	regulation of lymphocyte activation	346	29	23.54	0.06766
GO:0032944	regulation of mononuclear cell prolifera...	148	15	10.07	0.06771
GO:0046637	regulation of alpha-beta T cell differen...	50	8	3.4	0.06774
GO:0080164	regulation of nitric oxide metabolic pro...	51	8	3.47	0.06774
GO:0046341	CDP-diacylglycerol metabolic process	15	5	1.02	0.06779
GO:0010611	regulation of cardiac muscle hypertrophy	52	7	3.54	0.06783
GO:0032274	gonadotropin secretion	11	4	0.75	0.06785
GO:1905666	regulation of protein localization to en...	13	4	0.88	0.06786
GO:0009181	purine ribonucleoside diphosphate catabo...	87	9	5.92	0.06786
GO:0031958	nuclear receptor-mediated corticosteroid...	14	4	0.95	0.06786
GO:0048486	parasympathetic nervous system developme...	14	4	0.95	0.06786
GO:1902170	cellular response to reactive nitrogen s...	15	4	1.02	0.06787
GO:1901988	negative regulation of cell cycle phase ...	237	19	16.12	0.06787
GO:0044854	plasma membrane raft assembly	8	3	0.54	0.06791
GO:0090278	negative regulation of peptide hormone s...	29	4	1.97	0.06795
GO:0046885	regulation of hormone biosynthetic proce...	18	3	1.22	0.06797
GO:1904893	negative regulation of receptor signalin...	19	3	1.29	0.06797
GO:0072529	pyrimidine-containing compound catabolic...	20	3	1.36	0.06798
GO:0032823	regulation of natural killer cell differ...	9	2	0.61	0.06800
GO:0044650	adhesion of symbiont to host cell	9	2	0.61	0.06800
GO:0032945	negative regulation of mononuclear cell ...	54	5	3.67	0.06800
GO:0090493	catecholamine uptake	11	2	0.75	0.06801
GO:0015780	nucleotide-sugar transmembrane transport	12	2	0.82	0.06801
GO:0050931	pigment cell differentiation	27	3	1.84	0.06802
GO:0042269	regulation of natural killer cell mediat...	29	3	1.97	0.06803
GO:0032869	cellular response to insulin stimulus	175	26	11.91	0.06810
GO:0051253	negative regulation of RNA metabolic pro...	1166	71	79.33	0.06886
GO:0048844	artery morphogenesis	60	10	4.08	0.06931
GO:0043933	protein-containing complex organization	1541	90	104.84	0.06949
GO:0009267	cellular response to starvation	170	22	11.57	0.06992
GO:0006979	response to oxidative stress	353	43	24.02	0.07013
GO:2000147	positive regulation of cell motility	462	62	31.43	0.07096
GO:0001654	eye development	304	34	20.68	0.07333
GO:0051240	positive regulation of multicellular org...	1181	115	80.35	0.07404
GO:0035904	aorta development	52	9	3.54	0.07545
GO:0006937	regulation of muscle contraction	110	20	7.48	0.07545
GO:0008585	female gonad development	84	16	5.71	0.07551
GO:0070252	actin-mediated cell contraction	85	16	5.78	0.07552
GO:0006986	response to unfolded protein	140	13	9.52	0.07560
GO:0021510	spinal cord development	65	8	4.42	0.07595
GO:0060395	SMAD protein signal transduction	73	13	4.97	0.07600
GO:0006493	protein O-linked glycosylation	124	17	8.44	0.07609
GO:0051480	regulation of cytosolic calcium ion conc...	31	5	2.11	0.07613
GO:0034612	response to tumor necrosis factor	185	19	12.59	0.07635
GO:0001764	neuron migration	146	15	9.93	0.07658
GO:0043279	response to alkaloid	67	10	4.56	0.07660
GO:0048754	branching morphogenesis of an epithelial...	129	14	8.78	0.07661
GO:0042417	dopamine metabolic process	29	7	1.97	0.07667
GO:0030855	epithelial cell differentiation	460	62	31.3	0.07668
GO:0001953	negative regulation of cell-matrix adhes...	34	7	2.31	0.07674
GO:0050996	positive regulation of lipid catabolic p...	15	5	1.02	0.07684
GO:0043537	negative regulation of blood vessel endo...	31	6	2.11	0.07691
GO:0043043	peptide biosynthetic process	23	5	1.56	0.07693
GO:0031345	negative regulation of cell projection o...	150	13	10.21	0.07703
GO:0048284	organelle fusion	153	13	10.41	0.07707
GO:0010758	regulation of macrophage chemotaxis	21	4	1.43	0.07707
GO:0031646	positive regulation of nervous system pr...	22	4	1.5	0.07708
GO:0031128	developmental induction	24	4	1.63	0.07711
GO:0060411	cardiac septum morphogenesis	56	6	3.81	0.07713
GO:0010893	positive regulation of steroid biosynthe...	27	4	1.84	0.07714
GO:0046339	diacylglycerol metabolic process	21	4	1.43	0.07720
GO:0061097	regulation of protein tyrosine kinase ac...	19	3	1.29	0.07721
GO:0051045	negative regulation of membrane protein ...	7	2	0.48	0.07724
GO:0032230	positive regulation of synaptic transmis...	7	2	0.48	0.07724
GO:0072176	nephric duct development	7	2	0.48	0.07724
GO:0046073	dTMP metabolic process	7	2	0.48	0.07724
GO:0099515	actin filament-based transport	7	2	0.48	0.07724
GO:0015884	folic acid transport	7	2	0.48	0.07724
GO:0086016	AV node cell action potential	7	2	0.48	0.07724
GO:0060136	embryonic process involved in female pre...	7	2	0.48	0.07724
GO:0080144	intracellular amino acid homeostasis	7	2	0.48	0.07724
GO:0015677	copper ion import	7	2	0.48	0.07724
GO:0035630	bone mineralization involved in bone mat...	7	2	0.48	0.07724
GO:0007512	adult heart development	7	2	0.48	0.07724
GO:1905278	positive regulation of epithelial tube f...	7	2	0.48	0.07724
GO:0060839	endothelial cell fate commitment	7	2	0.48	0.07724
GO:0030091	protein repair	7	2	0.48	0.07724
GO:0009415	response to water	7	2	0.48	0.07724
GO:0097011	cellular response to granulocyte macroph...	7	2	0.48	0.07724
GO:0042420	dopamine catabolic process	7	2	0.48	0.07724
GO:0046886	positive regulation of hormone biosynthe...	7	2	0.48	0.07724
GO:0006703	estrogen biosynthetic process	7	2	0.48	0.07724
GO:0006707	cholesterol catabolic process	7	2	0.48	0.07724
GO:0009215	purine deoxyribonucleoside triphosphate ...	7	2	0.48	0.07724
GO:0034115	negative regulation of heterotypic cell-...	7	2	0.48	0.07724
GO:1905691	lipid droplet disassembly	7	2	0.48	0.07724
GO:2000323	negative regulation of nuclear receptor-...	7	2	0.48	0.07724
GO:0061370	testosterone biosynthetic process	7	2	0.48	0.07724
GO:0045719	negative regulation of glycogen biosynth...	7	2	0.48	0.07724
GO:2000192	negative regulation of fatty acid transp...	7	2	0.48	0.07724
GO:0045835	negative regulation of meiotic nuclear d...	7	2	0.48	0.07724
GO:0033197	response to vitamin E	7	2	0.48	0.07724
GO:1905939	regulation of gonad development	7	2	0.48	0.07724
GO:0021785	branchiomotor neuron axon guidance	7	2	0.48	0.07724
GO:0036438	maintenance of lens transparency	7	2	0.48	0.07724
GO:0048387	negative regulation of retinoic acid rec...	7	2	0.48	0.07724
GO:0010800	positive regulation of peptidyl-threonin...	7	2	0.48	0.07724
GO:1990918	double-strand break repair involved in m...	7	2	0.48	0.07724
GO:0061762	CAMKK-AMPK signaling cascade	7	2	0.48	0.07724
GO:0001866	NK T cell proliferation	7	2	0.48	0.07724
GO:0090521	podocyte cell migration	7	2	0.48	0.07724
GO:0070836	caveola assembly	7	2	0.48	0.07724
GO:0060013	righting reflex	7	2	0.48	0.07724
GO:0006085	acetyl-CoA biosynthetic process	22	3	1.5	0.07725
GO:0035461	vitamin transmembrane transport	15	3	1.02	0.07733
GO:0140042	lipid droplet formation	15	3	1.02	0.07733
GO:0032740	positive regulation of interleukin-17 pr...	15	3	1.02	0.07733
GO:1903779	regulation of cardiac conduction	15	3	1.02	0.07733
GO:0071800	podosome assembly	15	3	1.02	0.07733
GO:0045725	positive regulation of glycogen biosynth...	15	3	1.02	0.07733
GO:0045591	positive regulation of regulatory T cell...	15	3	1.02	0.07733
GO:0070102	interleukin-6-mediated signaling pathway	15	3	1.02	0.07733
GO:0001829	trophectodermal cell differentiation	15	3	1.02	0.07733
GO:1904754	positive regulation of vascular associat...	15	3	1.02	0.07733
GO:0010608	post-transcriptional regulation of gene ...	509	35	34.63	0.07769
GO:0045785	positive regulation of cell adhesion	366	43	24.9	0.08077
GO:0007596	blood coagulation	169	25	11.5	0.08239
GO:1902459	positive regulation of stem cell populat...	45	6	3.06	0.08265
GO:0003007	heart morphogenesis	202	27	13.74	0.08290
GO:0030217	T cell differentiation	223	25	15.17	0.08390
GO:0030155	regulation of cell adhesion	590	78	40.14	0.08489
GO:2001235	positive regulation of apoptotic signali...	127	13	8.64	0.08552
GO:0030857	negative regulation of epithelial cell d...	33	5	2.25	0.08600
GO:0120009	intermembrane lipid transfer	35	5	2.38	0.08608
GO:0007595	lactation	35	5	2.38	0.08608
GO:0007616	long-term memory	25	4	1.7	0.08613
GO:0007420	brain development	555	48	37.76	0.08711
GO:0007417	central nervous system development	781	79	53.14	0.08956
GO:0150105	protein localization to cell-cell juncti...	22	5	1.5	0.09015
GO:0048384	retinoic acid receptor signaling pathway	30	5	2.04	0.09029
GO:0071466	cellular response to xenobiotic stimulus	123	10	8.37	0.09036
GO:0010761	fibroblast migration	54	6	3.67	0.09045
GO:0045806	negative regulation of endocytosis	55	6	3.74	0.09046
GO:0048714	positive regulation of oligodendrocyte d...	16	3	1.09	0.09055
GO:0090051	negative regulation of cell migration in...	16	3	1.09	0.09055
GO:0010842	retina layer formation	16	3	1.09	0.09055
GO:0055093	response to hyperoxia	16	3	1.09	0.09055
GO:0000097	sulfur amino acid biosynthetic process	16	3	1.09	0.09055
GO:0045987	positive regulation of smooth muscle con...	16	3	1.09	0.09055
GO:0030837	negative regulation of actin filament po...	51	5	3.47	0.09065
GO:0061061	muscle structure development	552	71	37.56	0.09179
GO:0030216	keratinocyte differentiation	82	13	5.58	0.09287
GO:0042542	response to hydrogen peroxide	86	12	5.85	0.09531
GO:0045597	positive regulation of cell differentiat...	647	80	44.02	0.09536
GO:0046427	positive regulation of receptor signalin...	26	4	1.77	0.09658
GO:0061484	hematopoietic stem cell homeostasis	26	4	1.77	0.09658
GO:0001658	branching involved in ureteric bud morph...	43	5	2.93	0.09663
GO:1903053	regulation of extracellular matrix organ...	59	12	4.01	0.09715
GO:0055082	intracellular chemical homeostasis	513	62	34.9	0.09726
GO:1902414	protein localization to cell junction	99	10	6.74	0.09810
GO:0060706	cell differentiation involved in embryon...	16	4	1.09	0.09817
GO:0033198	response to ATP	21	4	1.43	0.09824
GO:0033194	response to hydroperoxide	16	3	1.09	0.09838
GO:0048752	semicircular canal morphogenesis	8	2	0.54	0.09847
GO:1904628	cellular response to phorbol 13-acetate ...	8	2	0.54	0.09847
GO:0035771	interleukin-4-mediated signaling pathway	8	2	0.54	0.09847
GO:0035723	interleukin-15-mediated signaling pathwa...	8	2	0.54	0.09847
GO:0071372	cellular response to follicle-stimulatin...	8	2	0.54	0.09847
GO:0071314	cellular response to cocaine	8	2	0.54	0.09847
GO:0015824	proline transport	8	2	0.54	0.09847
GO:0003330	regulation of extracellular matrix const...	8	2	0.54	0.09847
GO:0015838	amino-acid betaine transport	8	2	0.54	0.09847
GO:0007567	parturition	8	2	0.54	0.09847
GO:0060707	trophoblast giant cell differentiation	8	2	0.54	0.09847
GO:0038110	interleukin-2-mediated signaling pathway	8	2	0.54	0.09847
GO:0034379	very-low-density lipoprotein particle as...	8	2	0.54	0.09847
GO:0031642	negative regulation of myelination	8	2	0.54	0.09847
GO:0046710	GDP metabolic process	8	2	0.54	0.09847
GO:0009169	purine ribonucleoside monophosphate cata...	8	2	0.54	0.09847
GO:2000048	negative regulation of cell-cell adhesio...	8	2	0.54	0.09847
GO:0071635	negative regulation of transforming grow...	8	2	0.54	0.09847
GO:0006560	proline metabolic process	8	2	0.54	0.09847
GO:0009820	alkaloid metabolic process	8	2	0.54	0.09847
GO:0010572	positive regulation of platelet activati...	8	2	0.54	0.09847
GO:0021612	facial nerve structural organization	8	2	0.54	0.09847
GO:0070528	protein kinase C signaling	8	2	0.54	0.09847
GO:0050665	hydrogen peroxide biosynthetic process	8	2	0.54	0.09847
GO:0016042	lipid catabolic process	245	32	16.67	0.09855
GO:0051090	regulation of DNA-binding transcription ...	141	7	9.59	0.09929
GO:0008360	regulation of cell shape	117	12	7.96	0.10039
GO:0071356	cellular response to tumor necrosis fact...	170	16	11.57	0.10104
GO:0034097	response to cytokine	705	67	47.96	0.10136
GO:0030048	actin filament-based movement	102	19	6.94	0.10173
GO:0045944	positive regulation of transcription by ...	932	72	63.41	0.10237
GO:0051726	regulation of cell cycle	937	62	63.75	0.10243
GO:0043065	positive regulation of apoptotic process	435	45	29.6	0.10256
GO:0050729	positive regulation of inflammatory resp...	113	14	7.69	0.10372
GO:0006939	smooth muscle contraction	73	10	4.97	0.10373
GO:0021954	central nervous system neuron developmen...	75	10	5.1	0.10377
GO:0030522	intracellular receptor signaling pathway	357	29	24.29	0.10380
GO:0000038	very long-chain fatty acid metabolic pro...	28	5	1.9	0.10428
GO:1902004	positive regulation of amyloid-beta form...	17	3	1.16	0.10464
GO:0035338	long-chain fatty-acyl-CoA biosynthetic p...	17	3	1.16	0.10464
GO:0060065	uterus development	17	3	1.16	0.10464
GO:0050807	regulation of synapse organization	243	18	16.53	0.10474
GO:0048705	skeletal system morphogenesis	170	18	11.57	0.10606
GO:0090303	positive regulation of wound healing	49	6	3.33	0.10741
GO:0031663	lipopolysaccharide-mediated signaling pa...	48	5	3.27	0.10774
GO:0023052	signaling	4457	400	303.23	0.10873
GO:0048870	cell motility	1324	154	90.08	0.11149
GO:0045165	cell fate commitment	172	18	11.7	0.11175
GO:0007605	sensory perception of sound	107	13	7.28	0.11536
GO:0010629	negative regulation of gene expression	957	68	65.11	0.11542
GO:0008016	regulation of heart contraction	140	22	9.52	0.11610
GO:0019915	lipid storage	75	14	5.1	0.11725
GO:0031295	T cell costimulation	28	4	1.9	0.11913
GO:0051047	positive regulation of secretion	219	24	14.9	0.11918
GO:0001659	temperature homeostasis	135	17	9.18	0.11951
GO:0006744	ubiquinone biosynthetic process	18	3	1.22	0.11952
GO:0050873	brown fat cell differentiation	38	4	2.59	0.11963
GO:0032330	regulation of chondrocyte differentiatio...	46	10	3.13	0.11975
GO:2000060	positive regulation of ubiquitin-depende...	94	7	6.4	0.11989
GO:0031579	membrane raft organization	24	6	1.63	0.12036
GO:0042129	regulation of T cell proliferation	113	12	7.69	0.12037
GO:0035357	peroxisome proliferator activated recept...	26	6	1.77	0.12039
GO:0043276	anoikis	32	6	2.18	0.12049
GO:0023051	regulation of signaling	2746	244	186.82	0.12052
GO:0043297	apical junction assembly	52	7	3.54	0.12058
GO:0042402	biogenic amine catabolic process	16	4	1.09	0.12071
GO:1900037	regulation of cellular response to hypox...	21	4	1.43	0.12079
GO:0031529	ruffle organization	42	5	2.86	0.12090
GO:0001946	lymphangiogenesis	15	3	1.02	0.12094
GO:0003203	endocardial cushion morphogenesis	30	4	2.04	0.12094
GO:0086064	cell communication by electrical couplin...	17	3	1.16	0.12097
GO:0001919	regulation of receptor recycling	22	3	1.5	0.12105
